##
## CFD-Post Generic Export
##
## CFX-25.1
##
## Generated on:  2025/08/18 00:09:46
##
## Generated from case(s): Case CFX
##

[Name]
Point Cloud 1

[Data]
X [ m ], Y [ m ], Z [ m ], Absolute Pressure [ Pa ], Density [ kg m^-3 ], Local Speed of Sound [ m s^-1 ], Mach Number, Normal X, Normal Y, Normal Z, Pressure [ Pa ], Temperature [ K ], Total Density [ kg m^-3 ], Total Pressure [ Pa ], Total Temperature [ K ], Velocity [ m s^-1 ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ]
5.39550018e+00, 3.17500578e-03, 6.47094995e-02, 8.54073125e+04, 9.99730766e-01, 3.45867340e+02, 1.57118070e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.54073125e+04, 2.97560944e+02, 2.72589040e+00, 3.47921719e+05, 4.44566803e+02, 5.43419922e+02, 5.43371948e+02, 4.39260435e+00, -5.73084402e+00
5.39550018e+00, -3.17500252e-03, 6.47094995e-02, 1.12404070e+05, 1.24811506e+00, 3.55113525e+02, 1.44430614e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.12404070e+05, 3.13683228e+02, 2.98399544e+00, 3.80924906e+05, 4.44636505e+02, 5.12892517e+02, 5.12411194e+02, -6.70217466e+00, -2.11802387e+01
5.38359404e+00, 3.17500439e-03, 6.47094995e-02, 8.47941328e+04, 9.92941856e-01, 3.45799622e+02, 1.57208383e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.47941328e+04, 2.97444427e+02, 2.70995164e+00, 3.45883375e+05, 4.44561676e+02, 5.43625366e+02, 5.43539490e+02, 4.09887791e+00, -8.74831772e+00
5.38359404e+00, -3.17500113e-03, 6.47094995e-02, 1.12330250e+05, 1.24651372e+00, 3.55224884e+02, 1.44275856e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.12330250e+05, 3.13879974e+02, 2.97547221e+00, 3.79835250e+05, 4.44634705e+02, 5.12503479e+02, 5.11935883e+02, -6.02712584e+00, -2.33488426e+01
5.37168789e+00, 3.17500322e-03, 6.47094995e-02, 8.45806250e+04, 9.91253674e-01, 3.45657990e+02, 1.57402396e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.45806250e+04, 2.97200745e+02, 2.71087313e+00, 3.46000188e+05, 4.44560577e+02, 5.44073669e+02, 5.43900024e+02, 4.44603777e+00, -1.30064297e+01
5.37168789e+00, -3.17499996e-03, 6.47094995e-02, 1.12279133e+05, 1.24518085e+00, 3.55334015e+02, 1.44124544e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.12279133e+05, 3.14072876e+02, 2.96771407e+00, 3.78844125e+05, 4.44633698e+02, 5.12123413e+02, 5.11432922e+02, -5.24144602e+00, -2.60635567e+01
5.35978317e+00, 3.17500206e-03, 6.47094995e-02, 8.34429766e+04, 9.79976475e-01, 3.45294739e+02, 1.57899022e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.34429766e+04, 2.96576538e+02, 2.69406867e+00, 3.43851844e+05, 4.44556122e+02, 5.45215271e+02, 5.44906616e+02, 3.44141436e+00, -1.80175438e+01
5.35978317e+00, -3.17499880e-03, 6.47094995e-02, 1.12532750e+05, 1.24636245e+00, 3.55566406e+02, 1.43803167e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.12532750e+05, 3.14483795e+02, 2.96082997e+00, 3.77964781e+05, 4.44633057e+02, 5.11315002e+02, 5.10455597e+02, -4.16327810e+00, -2.93389778e+01
5.34787703e+00, 3.17500066e-03, 6.47094995e-02, 8.02568125e+04, 9.49320734e-01, 3.44058533e+02, 1.59596205e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.02568125e+04, 2.94457153e+02, 2.65685511e+00, 3.39100688e+05, 4.44554138e+02, 5.49098206e+02, 5.48523682e+02, -1.65100551e+00, -2.50574379e+01
5.34787703e+00, -3.17499740e-03, 6.47094995e-02, 1.11673609e+05, 1.23621726e+00, 3.55656738e+02, 1.43676794e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.11673609e+05, 3.14643585e+02, 2.93294811e+00, 3.74403125e+05, 4.44630188e+02, 5.10993866e+02, 5.09889343e+02, 8.77975821e-02, -3.35793686e+01
