##
## CFD-Post Generic Export
##
## CFX-25.1
##
## Generated on:  2025/08/15 14:53:53
##
## Generated from case(s): Case CFX
##

[Name]
Point Cloud 1

[Data]
X [ m ], Y [ m ], Z [ m ], Absolute Pressure [ Pa ], Density [ kg m^-3 ], Local Speed of Sound [ m s^-1 ], Mach Number, Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
5.37951422e+00, 3.17499950e-03, 1.63363695e-01, 5.61777500e+04, 7.09614754e-01, 3.32897095e+02, 1.76770520e+00, 5.61777500e+04, 2.75666779e+02, 5.88360596e+02
5.37951422e+00, -3.17499624e-03, 1.63363695e-01, 9.80532891e+04, 1.09406829e+00, 3.54245483e+02, 1.47497225e+00, 9.80532891e+04, 3.12151947e+02, 5.22490784e+02
5.37645817e+00, 3.17499950e-03, 1.74487203e-01, 5.02793984e+04, 6.54723048e-01, 3.27921722e+02, 1.83662164e+00, 5.02793984e+04, 2.67485443e+02, 6.02156616e+02
5.37645817e+00, -3.17499624e-03, 1.74487203e-01, 9.06838984e+04, 1.01622438e+00, 3.53488922e+02, 1.48538673e+00, 9.06838984e+04, 3.10820068e+02, 5.25022461e+02
5.38714981e+00, 3.17499950e-03, 1.78858697e-01, 5.09569727e+04, 6.61384165e-01, 3.28464325e+02, 1.82908416e+00, 5.09569727e+04, 2.68372375e+02, 6.00561951e+02
5.38714981e+00, -3.17499624e-03, 1.78858697e-01, 8.99210078e+04, 1.01210141e+00, 3.52714203e+02, 1.49600577e+00, 8.99210078e+04, 3.09458984e+02, 5.27584534e+02
5.39972401e+00, 3.17499950e-03, 1.83687106e-01, 5.01034336e+04, 6.52701139e-01, 3.27855957e+02, 1.83755445e+00, 5.01034336e+04, 2.67385254e+02, 6.02170776e+02
5.39972401e+00, -3.17499624e-03, 1.83687106e-01, 9.15252656e+04, 1.03277993e+00, 3.52257385e+02, 1.50225520e+00, 9.15252656e+04, 3.08658630e+02, 5.29149292e+02
5.39167309e+00, 3.17499950e-03, 1.55119300e-01, 7.05831875e+04, 8.43069315e-01, 3.42347900e+02, 1.63778281e+00, 7.05831875e+04, 2.91542328e+02, 5.60595825e+02
5.39167309e+00, -3.17499670e-03, 1.55119300e-01, 1.04416672e+05, 1.15125227e+00, 3.56371552e+02, 1.44571173e+00, 1.04416672e+05, 3.15909637e+02, 5.15209656e+02
5.38974285e+00, 3.17499950e-03, 1.66570693e-01, 5.74869688e+04, 7.21103609e-01, 3.34068085e+02, 1.75154150e+00, 5.74869688e+04, 2.77609314e+02, 5.85061646e+02
5.38974285e+00, -3.17499624e-03, 1.66570693e-01, 1.00164383e+05, 1.11040592e+00, 3.55393616e+02, 1.45918989e+00, 1.00164383e+05, 3.14178802e+02, 5.18575623e+02
5.40090895e+00, 3.17499950e-03, 1.68780893e-01, 6.07436367e+04, 7.50975668e-01, 3.36512390e+02, 1.71786368e+00, 6.07436367e+04, 2.81685913e+02, 5.78013977e+02
5.40090895e+00, -3.17499624e-03, 1.68780893e-01, 1.03310094e+05, 1.13881993e+00, 3.56406952e+02, 1.44524562e+00, 1.03310094e+05, 3.15972443e+02, 5.15094421e+02
5.40173912e+00, 3.17499950e-03, 1.56810194e-01, 7.41031094e+04, 8.72284472e-01, 3.44872162e+02, 1.60319173e+00, 7.41031094e+04, 2.95855255e+02, 5.52832336e+02
5.40173912e+00, -3.17499717e-03, 1.56810194e-01, 1.04857141e+05, 1.15587091e+00, 3.56408325e+02, 1.44518793e+00, 1.04857141e+05, 3.15974854e+02, 5.15075439e+02
5.40540600e+00, 3.17499950e-03, 1.92512900e-01, 5.13605664e+04, 6.61190689e-01, 3.29791016e+02, 1.81067479e+00, 5.13605664e+04, 2.70545868e+02, 5.96947693e+02
5.40540600e+00, -3.17499624e-03, 1.92512900e-01, 9.73304609e+04, 1.08397579e+00, 3.54447113e+02, 1.47224903e+00, 9.73304609e+04, 3.12513489e+02, 5.19739685e+02
5.38660097e+00, 3.17499950e-03, 1.27084494e-01, 8.38373516e+04, 9.57114637e-01, 3.50219025e+02, 1.52986526e+00, 8.38373516e+04, 3.05095856e+02, 5.35787231e+02
5.38660097e+00, -3.17499973e-03, 1.27084494e-01, 1.03863375e+05, 1.15111816e+00, 3.55447021e+02, 1.45830619e+00, 1.03863375e+05, 3.14272644e+02, 5.18349182e+02
5.39434385e+00, 3.17499950e-03, 1.28017306e-01, 8.46187656e+04, 9.63736415e-01, 3.50636505e+02, 1.52413106e+00, 8.46187656e+04, 3.05823730e+02, 5.34414978e+02
5.39434385e+00, -3.17499996e-03, 1.28017306e-01, 1.03932977e+05, 1.15174842e+00, 3.55468750e+02, 1.45800233e+00, 1.03932977e+05, 3.14311096e+02, 5.18272888e+02
5.40177011e+00, 3.17499950e-03, 1.29330903e-01, 8.52469141e+04, 9.68792021e-01, 3.51016479e+02, 1.51891220e+00, 8.52469141e+04, 3.06486847e+02, 5.33163025e+02
5.40177011e+00, -3.17500019e-03, 1.29330903e-01, 1.03967773e+05, 1.15205026e+00, 3.55481659e+02, 1.45781779e+00, 1.03967773e+05, 3.14333923e+02, 5.18226318e+02
5.37931299e+00, 3.17499950e-03, 1.26627207e-01, 8.29371641e+04, 9.49427843e-01, 3.49740662e+02, 1.53643346e+00, 8.29371641e+04, 3.04263062e+02, 5.37352173e+02
5.37931299e+00, -3.17499926e-03, 1.26627207e-01, 1.03761188e+05, 1.15012646e+00, 3.55425171e+02, 1.45862079e+00, 1.03761188e+05, 3.14234131e+02, 5.18429871e+02
5.34745407e+00, 3.17499950e-03, 1.41981795e-01, 5.95673359e+04, 7.37074137e-01, 3.36312347e+02, 1.72064364e+00, 5.95673359e+04, 2.81358459e+02, 5.78485168e+02
5.34745407e+00, -3.17499624e-03, 1.41981795e-01, 9.77015547e+04, 1.08805645e+00, 3.54583984e+02, 1.47031713e+00, 9.77015547e+04, 3.12748840e+02, 5.21333069e+02
5.35116005e+00, 3.17499950e-03, 1.33655593e-01, 7.13229375e+04, 8.42886031e-01, 3.44143677e+02, 1.61316884e+00, 7.13229375e+04, 2.94613007e+02, 5.54954285e+02
5.35116005e+00, -3.17499717e-03, 1.33655593e-01, 1.02953586e+05, 1.14118707e+00, 3.55423309e+02, 1.45875561e+00, 1.02953586e+05, 3.14230774e+02, 5.18474976e+02
5.35410404e+00, 3.17499950e-03, 1.26730204e-01, 7.86172266e+04, 9.10398602e-01, 3.47729797e+02, 1.56403351e+00, 7.86172266e+04, 3.00774536e+02, 5.43856445e+02
5.35410404e+00, -3.17499810e-03, 1.26730204e-01, 1.03257148e+05, 1.14569557e+00, 3.55245789e+02, 1.46115029e+00, 1.03257148e+05, 3.13916901e+02, 5.19066711e+02
5.34448385e+00, 3.17499950e-03, 1.51062503e-01, 5.29291133e+04, 6.77250683e-01, 3.30804779e+02, 1.79662955e+00, 5.29291133e+04, 2.72209930e+02, 5.94267944e+02
5.34448385e+00, -3.17499624e-03, 1.51062503e-01, 9.12453750e+04, 1.02750862e+00, 3.52624939e+02, 1.49722672e+00, 9.12453750e+04, 3.09302460e+02, 5.27927612e+02
5.34194422e+00, 3.17499950e-03, 1.58719495e-01, 5.61088672e+04, 7.07363665e-01, 3.32936310e+02, 1.76720667e+00, 5.61088672e+04, 2.75752411e+02, 5.87098022e+02
5.34194422e+00, -3.17499624e-03, 1.58719495e-01, 9.82354922e+04, 1.09241104e+00, 3.54634247e+02, 1.46966994e+00, 9.82354922e+04, 3.12847382e+02, 5.19600098e+02
5.30409098e+00, 3.17499950e-03, 1.16531901e-01, 6.54665469e+04, 7.94594824e-01, 3.39587219e+02, 1.67558503e+00, 6.54665469e+04, 2.86862335e+02, 5.68864807e+02
5.30409098e+00, -3.17499670e-03, 1.16531901e-01, 9.67311094e+04, 1.08649731e+00, 3.53074951e+02, 1.49097180e+00, 9.67311094e+04, 3.10092407e+02, 5.26419800e+02
5.29266214e+00, 3.17499950e-03, 1.11584999e-01, 6.54330898e+04, 7.93989003e-01, 3.39667297e+02, 1.67444623e+00, 6.54330898e+04, 2.86992828e+02, 5.68700867e+02
5.29266214e+00, -3.17499670e-03, 1.11584999e-01, 9.58124453e+04, 1.07852829e+00, 3.52693176e+02, 1.49619412e+00, 9.58124453e+04, 3.09421936e+02, 5.27695862e+02
5.28804398e+00, 3.17499950e-03, 1.23852797e-01, 5.09868516e+04, 6.53006613e-01, 3.30606598e+02, 1.79933476e+00, 5.09868516e+04, 2.71886749e+02, 5.94742188e+02
5.28804398e+00, -3.17499624e-03, 1.23852797e-01, 8.72406719e+04, 9.91689324e-01, 3.50978790e+02, 1.51976776e+00, 8.72406719e+04, 3.06421356e+02, 5.33347534e+02
5.29852390e+00, 3.17499950e-03, 1.29254907e-01, 5.16526719e+04, 6.60492539e-01, 3.30905640e+02, 1.79521978e+00, 5.16526719e+04, 2.72380585e+02, 5.93874939e+02
5.29852390e+00, -3.17499624e-03, 1.29254907e-01, 8.71799688e+04, 9.92685914e-01, 3.50677307e+02, 1.52389717e+00, 8.71799688e+04, 3.05895294e+02, 5.34369385e+02
5.39690781e+00, 3.17500206e-03, 9.86531973e-02, 8.86204688e+04, 1.01016903e+00, 3.50488586e+02, 1.52602112e+00, 8.86204688e+04, 3.05565735e+02, 5.34849670e+02
5.39690781e+00, -3.17500322e-03, 9.86531973e-02, 1.02884680e+05, 1.15186298e+00, 3.53653931e+02, 1.48283529e+00, 1.02884680e+05, 3.11109985e+02, 5.24406494e+02
5.38529921e+00, 3.17500089e-03, 9.82822031e-02, 8.83866250e+04, 1.00776160e+00, 3.50443542e+02, 1.52666283e+00, 8.83866250e+04, 3.05487244e+02, 5.35008179e+02
5.38529921e+00, -3.17500276e-03, 9.82822031e-02, 1.03214336e+05, 1.15386236e+00, 3.53912964e+02, 1.47927201e+00, 1.03214336e+05, 3.11565857e+02, 5.23528931e+02
5.37404585e+00, 3.17499973e-03, 9.81341973e-02, 8.75529375e+04, 9.99764562e-01, 3.50178864e+02, 1.53031421e+00, 8.75529375e+04, 3.05025909e+02, 5.35883484e+02
5.37404585e+00, -3.17500229e-03, 9.81341973e-02, 1.03609344e+05, 1.15660286e+00, 3.54169250e+02, 1.47577095e+00, 1.03609344e+05, 3.12017212e+02, 5.22669983e+02
5.36331081e+00, 3.17499950e-03, 9.84638035e-02, 8.60141641e+04, 9.85256195e-01, 3.49634003e+02, 1.53779733e+00, 8.60141641e+04, 3.04077454e+02, 5.37665649e+02
5.36331081e+00, -3.17500159e-03, 9.84638035e-02, 1.03834391e+05, 1.15803492e+00, 3.54334381e+02, 1.47352886e+00, 1.03834391e+05, 3.12308319e+02, 5.22115784e+02
5.35471201e+00, 3.17499950e-03, 9.89710018e-02, 8.43631875e+04, 9.69708025e-01, 3.49026550e+02, 1.54612267e+00, 8.43631875e+04, 3.03021820e+02, 5.39636719e+02
5.35471201e+00, -3.17500113e-03, 9.89710018e-02, 1.03800328e+05, 1.15705013e+00, 3.54427032e+02, 1.47227585e+00, 1.03800328e+05, 3.12471619e+02, 5.21811584e+02
5.34793186e+00, 3.17499950e-03, 7.73167983e-02, 8.69060313e+04, 1.00950062e+00, 3.47196167e+02, 1.57124877e+00, 8.69060313e+04, 2.99851929e+02, 5.45525269e+02
5.34793186e+00, -3.17500322e-03, 7.73167983e-02, 1.03748039e+05, 1.16512871e+00, 3.53107208e+02, 1.49043822e+00, 1.03748039e+05, 3.10148804e+02, 5.26266602e+02
5.33553123e+00, 3.17499950e-03, 7.69331977e-02, 8.49270547e+04, 9.92327273e-01, 3.46178070e+02, 1.58518565e+00, 8.49270547e+04, 2.98095917e+02, 5.48736755e+02
5.33553123e+00, -3.17500276e-03, 7.69331977e-02, 1.03645250e+05, 1.16394472e+00, 3.53111725e+02, 1.49040043e+00, 1.03645250e+05, 3.10156708e+02, 5.26259888e+02
5.32375717e+00, 3.17499950e-03, 7.61452988e-02, 8.29456875e+04, 9.75849390e-01, 3.44990967e+02, 1.60145211e+00, 8.29456875e+04, 2.96055115e+02, 5.52484741e+02
5.32375717e+00, -3.17500229e-03, 7.61452988e-02, 1.02705711e+05, 1.15593624e+00, 3.52722778e+02, 1.49574685e+00, 1.02705711e+05, 3.09473846e+02, 5.27582031e+02
5.31261778e+00, 3.17499950e-03, 7.42295980e-02, 8.16826094e+04, 9.66838300e-01, 3.43948425e+02, 1.61573482e+00, 8.16826094e+04, 2.94268494e+02, 5.55686707e+02
5.31261778e+00, -3.17500182e-03, 7.42295980e-02, 1.01553211e+05, 1.14732826e+00, 3.52052002e+02, 1.50496185e+00, 1.01553211e+05, 3.08298004e+02, 5.29805359e+02
5.36034584e+00, 3.17500066e-03, 7.66872987e-02, 8.83733828e+04, 1.02294433e+00, 3.47807281e+02, 1.56287944e+00, 8.83733828e+04, 3.00908478e+02, 5.43568848e+02
5.36034584e+00, -3.17500392e-03, 7.66872987e-02, 1.03338531e+05, 1.16211343e+00, 3.52866486e+02, 1.49372625e+00, 1.03338531e+05, 3.09726074e+02, 5.27079773e+02
5.37229586e+00, 3.17500206e-03, 7.61395022e-02, 8.90316719e+04, 1.02892768e+00, 3.48083679e+02, 1.55907404e+00, 8.90316719e+04, 3.01386719e+02, 5.42678894e+02
5.37229586e+00, -3.17500462e-03, 7.61395022e-02, 1.02963078e+05, 1.15956020e+00, 3.52612457e+02, 1.49719024e+00, 1.02963078e+05, 3.09280334e+02, 5.27921265e+02
5.38418579e+00, 3.17500322e-03, 7.61097968e-02, 8.93003906e+04, 1.03231287e+00, 3.48036407e+02, 1.55971444e+00, 8.93003906e+04, 3.01304962e+02, 5.42833801e+02
5.38418579e+00, -3.17500508e-03, 7.61097968e-02, 1.02982656e+05, 1.16044986e+00, 3.52510895e+02, 1.49857593e+00, 1.02982656e+05, 3.09102081e+02, 5.28256836e+02
5.39601707e+00, 3.17500439e-03, 7.61243999e-02, 8.95397578e+04, 1.03470671e+00, 3.48099335e+02, 1.55884612e+00, 8.95397578e+04, 3.01413879e+02, 5.42629272e+02
5.39601707e+00, -3.17500578e-03, 7.61243999e-02, 1.03285750e+05, 1.16375077e+00, 3.52528198e+02, 1.49833989e+00, 1.03285750e+05, 3.09132385e+02, 5.28203552e+02
5.22988796e+00, 3.17499950e-03, 8.87015015e-02, 6.21361406e+04, 7.62617886e-01, 3.37743774e+02, 1.70071089e+00, 6.21361406e+04, 2.83748779e+02, 5.74309021e+02
5.22988796e+00, -3.17499624e-03, 8.87015015e-02, 8.90085391e+04, 1.01581883e+00, 3.50273560e+02, 1.52936649e+00, 8.90085391e+04, 3.05191254e+02, 5.35625000e+02
5.20915508e+00, 3.17499950e-03, 8.29660967e-02, 7.20858516e+04, 8.62206757e-01, 3.41483459e+02, 1.64957392e+00, 7.20858516e+04, 2.90154877e+02, 5.60132568e+02
5.20915508e+00, -3.17499624e-03, 8.29660967e-02, 1.01872375e+05, 1.13558626e+00, 3.53900543e+02, 1.47962618e+00, 1.01872375e+05, 3.11592621e+02, 5.20111755e+02
5.20137596e+00, 3.17499950e-03, 8.11757967e-02, 8.35279844e+04, 9.64166701e-01, 3.47687042e+02, 1.56464481e+00, 8.35279844e+04, 3.00766724e+02, 5.39733643e+02
5.20137596e+00, -3.17499624e-03, 8.11757967e-02, 1.15840195e+05, 1.25559688e+00, 3.58992676e+02, 1.40963495e+00, 1.15840195e+05, 3.20605377e+02, 5.02314484e+02
5.48088312e+00, 3.17500019e-03, 1.90898493e-01, 7.64855313e+04, 8.99296701e-01, 3.44945557e+02, 1.60208607e+00, 7.64855313e+04, 2.95992493e+02, 5.52445801e+02
5.48088312e+00, -3.17499717e-03, 1.90898493e-01, 9.12244688e+04, 1.06242609e+00, 3.46694214e+02, 1.57823634e+00, 9.12244688e+04, 2.99001770e+02, 5.47039429e+02
5.48145199e+00, 3.17500159e-03, 1.79473802e-01, 8.66531719e+04, 9.98764038e-01, 3.48527863e+02, 1.55297101e+00, 8.66531719e+04, 3.02164307e+02, 5.41199097e+02
5.48145199e+00, -3.17499856e-03, 1.79473802e-01, 9.26953359e+04, 1.07291603e+00, 3.47777100e+02, 1.56336892e+00, 9.26953359e+04, 3.00868103e+02, 5.43634705e+02
5.48199511e+00, 3.17500299e-03, 1.68025807e-01, 8.72201328e+04, 9.96104419e-01, 3.50112366e+02, 1.53122211e+00, 8.72201328e+04, 3.04926880e+02, 5.36001404e+02
5.48199511e+00, -3.17499973e-03, 1.68025807e-01, 9.59930156e+04, 1.09624457e+00, 3.50101257e+02, 1.53151119e+00, 9.59930156e+04, 3.04911774e+02, 5.36062134e+02
5.48251295e+00, 3.17500439e-03, 1.56554297e-01, 8.64863203e+04, 9.87734377e-01, 3.50142059e+02, 1.53078341e+00, 8.64863203e+04, 3.04970032e+02, 5.35944580e+02
5.48251295e+00, -3.17500113e-03, 1.56554297e-01, 9.82878672e+04, 1.11430371e+00, 3.51422485e+02, 1.51339638e+00, 9.82878672e+04, 3.07203186e+02, 5.31801331e+02
5.48293018e+00, 3.17500578e-03, 1.45005897e-01, 8.66064609e+04, 9.90762949e-01, 3.49833923e+02, 1.53495681e+00, 8.66064609e+04, 3.04437042e+02, 5.36913940e+02
5.48293018e+00, -3.17500252e-03, 1.45005897e-01, 9.93007500e+04, 1.12359130e+00, 3.51750916e+02, 1.50886011e+00, 9.93007500e+04, 3.07785187e+02, 5.30661865e+02
5.48279619e+00, 3.17496387e-03, 7.60079026e-02, 9.34757031e+04, 1.07183766e+00, 3.49452850e+02, 1.54016852e+00, 9.34757031e+04, 3.03762451e+02, 5.38212708e+02
5.48279619e+00, -3.17499624e-03, 7.60079026e-02, 1.05834844e+05, 1.18842852e+00, 3.53127350e+02, 1.48996961e+00, 1.05834844e+05, 3.10184113e+02, 5.26148254e+02
5.48347282e+00, 3.17498716e-03, 8.74930993e-02, 9.31981797e+04, 1.06234372e+00, 3.50489502e+02, 1.52584624e+00, 9.31981797e+04, 3.05567535e+02, 5.34790588e+02
5.48347282e+00, -3.17499624e-03, 8.74930993e-02, 1.05624742e+05, 1.18502116e+00, 3.53283661e+02, 1.48771429e+00, 1.05624742e+05, 3.10458923e+02, 5.25583862e+02
5.48337317e+00, 3.17497086e-03, 9.89482030e-02, 9.22240313e+04, 1.04782200e+00, 3.51053009e+02, 1.51807976e+00, 9.22240313e+04, 3.06553955e+02, 5.32907654e+02
5.48337317e+00, -3.17499624e-03, 9.89482030e-02, 1.04414734e+05, 1.17095661e+00, 3.53350769e+02, 1.48677933e+00, 1.04414734e+05, 3.10579346e+02, 5.25339783e+02
5.48327923e+00, 3.17495479e-03, 1.10472098e-01, 9.13729609e+04, 1.03296924e+00, 3.51939850e+02, 1.50594234e+00, 9.13729609e+04, 3.08101471e+02, 5.29999573e+02
5.48327923e+00, -3.17499624e-03, 1.10472098e-01, 1.03763289e+05, 1.15994644e+00, 3.53920837e+02, 1.47899246e+00, 1.03763289e+05, 3.11579712e+02, 5.23444153e+02
5.48331785e+00, 3.17496015e-03, 1.21908799e-01, 8.90926094e+04, 1.01553881e+00, 3.50466370e+02, 1.52616048e+00, 8.90926094e+04, 3.05537109e+02, 5.34811401e+02
5.48331785e+00, -3.17499624e-03, 1.21908799e-01, 1.01815031e+05, 1.14804864e+00, 3.52366455e+02, 1.50032520e+00, 1.01815031e+05, 3.08860229e+02, 5.28600159e+02
5.48316717e+00, 3.17497598e-03, 1.33509099e-01, 8.84571953e+04, 1.00337529e+00, 3.51346283e+02, 1.51418900e+00, 8.84571953e+04, 3.07063660e+02, 5.32001404e+02
5.48316717e+00, -3.17499624e-03, 1.33509099e-01, 1.01390703e+05, 1.13787079e+00, 3.53225311e+02, 1.48861802e+00, 1.01390703e+05, 3.10357025e+02, 5.25812866e+02
5.27362919e+00, 3.17499950e-03, 9.86275002e-02, 6.85278438e+04, 8.21235061e-01, 3.41774261e+02, 1.64544046e+00, 6.85278438e+04, 2.90565033e+02, 5.62236572e+02
5.27362919e+00, -3.17499717e-03, 9.86275002e-02, 9.48977266e+04, 1.07427645e+00, 3.51699493e+02, 1.50975692e+00, 9.48977266e+04, 3.07680969e+02, 5.30978699e+02
5.26992512e+00, 3.17499950e-03, 9.53342021e-02, 7.01686641e+04, 8.39207172e-01, 3.42134735e+02, 1.64048266e+00, 7.01686641e+04, 2.91175903e+02, 5.61181396e+02
5.26992512e+00, -3.17499740e-03, 9.53342021e-02, 9.52918750e+04, 1.07955551e+00, 3.51566589e+02, 1.51157796e+00, 9.52918750e+04, 3.07448334e+02, 5.31418152e+02
5.26869297e+00, 3.17499950e-03, 9.96598974e-02, 6.51962656e+04, 7.89934039e-01, 3.39931702e+02, 1.67070150e+00, 6.51962656e+04, 2.87437500e+02, 5.67863647e+02
5.26869297e+00, -3.17499693e-03, 9.96598974e-02, 9.28219844e+04, 1.05461383e+00, 3.51055542e+02, 1.51859498e+00, 9.28219844e+04, 3.06555420e+02, 5.33107727e+02
5.27074909e+00, 3.17499950e-03, 9.78738964e-02, 6.78088281e+04, 8.15751791e-01, 3.41086426e+02, 1.65486836e+00, 6.78088281e+04, 2.89398224e+02, 5.64250977e+02
5.27074909e+00, -3.17499717e-03, 9.78738964e-02, 9.44167266e+04, 1.07028902e+00, 3.51460236e+02, 1.51303983e+00, 9.44167266e+04, 3.07262360e+02, 5.31771118e+02
5.24566793e+00, 3.17499950e-03, 9.86092016e-02, 5.83345234e+04, 7.21209109e-01, 3.36531250e+02, 1.71740246e+00, 5.83345234e+04, 2.81715454e+02, 5.77911743e+02
5.24566793e+00, -3.17499624e-03, 9.86092016e-02, 8.83388359e+04, 1.00816476e+00, 3.50273376e+02, 1.52934027e+00, 8.83388359e+04, 3.05191132e+02, 5.35652344e+02
5.25104618e+00, 3.17499950e-03, 9.82140973e-02, 6.02998672e+04, 7.41489649e-01, 3.37417480e+02, 1.70521879e+00, 6.02998672e+04, 2.83201447e+02, 5.75271179e+02
5.25104618e+00, -3.17499624e-03, 9.82140973e-02, 8.87281875e+04, 1.01369464e+00, 3.50091034e+02, 1.53183091e+00, 8.87281875e+04, 3.04872925e+02, 5.36262268e+02
5.24737692e+00, 3.17499950e-03, 9.42680985e-02, 6.29044297e+04, 7.68446982e-01, 3.38543976e+02, 1.68971801e+00, 6.29044297e+04, 2.85094452e+02, 5.71984131e+02
5.24737692e+00, -3.17499647e-03, 9.42680985e-02, 8.95866250e+04, 1.02436697e+00, 3.49943634e+02, 1.53384328e+00, 8.95866250e+04, 3.04616241e+02, 5.36742004e+02
5.24803019e+00, 3.17499950e-03, 9.70304981e-02, 6.04479570e+04, 7.42758155e-01, 3.37536987e+02, 1.70356882e+00, 6.04479570e+04, 2.83402374e+02, 5.74907776e+02
5.24803019e+00, -3.17499624e-03, 9.70304981e-02, 8.86864688e+04, 1.01344585e+00, 3.50052063e+02, 1.53236198e+00, 8.86864688e+04, 3.04805054e+02, 5.36382385e+02
5.26198292e+00, 3.17499950e-03, 1.02164499e-01, 6.04533672e+04, 7.46337414e-01, 3.36745361e+02, 1.71448803e+00, 6.04533672e+04, 2.82075928e+02, 5.77246033e+02
5.26198292e+00, -3.17499624e-03, 1.02164499e-01, 8.99504844e+04, 1.02574718e+00, 3.50412109e+02, 1.52742958e+00, 8.99504844e+04, 3.05432556e+02, 5.35225586e+02
5.26356602e+00, 3.17499950e-03, 1.10797003e-01, 5.48435625e+04, 6.89082325e-01, 3.33827240e+02, 1.75474370e+00, 5.48435625e+04, 2.77204987e+02, 5.85773438e+02
5.26356602e+00, -3.17499624e-03, 1.10797003e-01, 8.92486953e+04, 1.01408851e+00, 3.51040039e+02, 1.51889098e+00, 8.92486953e+04, 3.06528778e+02, 5.33109863e+02
5.27027607e+00, 3.17499950e-03, 1.08292401e-01, 5.79279531e+04, 7.19383955e-01, 3.35775635e+02, 1.72787404e+00, 5.79279531e+04, 2.80451843e+02, 5.80082825e+02
5.27027607e+00, -3.17499624e-03, 1.08292401e-01, 8.80461094e+04, 1.00560760e+00, 3.50142212e+02, 1.53115141e+00, 8.80461094e+04, 3.04962036e+02, 5.36098999e+02
5.26612997e+00, 3.17499950e-03, 1.05228499e-01, 5.81839961e+04, 7.21429706e-01, 3.36043945e+02, 1.72414947e+00, 5.81839961e+04, 2.80899200e+02, 5.79367737e+02
5.26612997e+00, -3.17499624e-03, 1.05228499e-01, 8.85468359e+04, 1.00960350e+00, 3.50437531e+02, 1.52709270e+00, 8.85468359e+04, 3.05476715e+02, 5.35132568e+02
5.25635719e+00, 3.17499950e-03, 1.13558002e-01, 7.73690078e+04, 9.07224059e-01, 3.45188934e+02, 1.59901512e+00, 7.73690078e+04, 2.96436157e+02, 5.50187744e+02
5.25635719e+00, -3.17499624e-03, 1.13558002e-01, 1.13701406e+05, 1.24068725e+00, 3.58045776e+02, 1.42275751e+00, 1.13701406e+05, 3.18899719e+02, 5.07817993e+02
5.25869799e+00, 1.27635644e-07, 1.21925503e-01, 1.40695328e+05, 1.49341917e+00, 3.63205414e+02, 1.35153496e+00, 1.40695328e+05, 3.28141663e+02, 4.90884033e+02
5.25869799e+00, -1.39101971e-07, 1.21925503e-01, 1.40700813e+05, 1.49346876e+00, 3.63206635e+02, 1.35151780e+00, 1.40700813e+05, 3.28143921e+02, 4.90880615e+02
5.26590586e+00, 3.17499950e-03, 1.19164601e-01, 7.77530547e+04, 9.17779028e-01, 3.44090302e+02, 1.61406636e+00, 7.77530547e+04, 2.94546356e+02, 5.53458679e+02
5.26590586e+00, -3.17499624e-03, 1.19164601e-01, 1.13313148e+05, 1.24082303e+00, 3.57451721e+02, 1.43096483e+00, 1.13313148e+05, 3.17838043e+02, 5.10046112e+02
5.26113176e+00, 3.17499950e-03, 1.16361298e-01, 7.61607109e+04, 8.97896349e-01, 3.44165222e+02, 1.61303568e+00, 7.61607109e+04, 2.94688599e+02, 5.52887817e+02
5.26113176e+00, -3.17499624e-03, 1.16361298e-01, 1.12205078e+05, 1.22846007e+00, 3.57473785e+02, 1.43064022e+00, 1.12205078e+05, 3.17880951e+02, 5.09827972e+02
5.24657822e+00, 3.17499950e-03, 1.08082503e-01, 7.67822813e+04, 9.05007303e-01, 3.44205963e+02, 1.61244798e+00, 7.67822813e+04, 2.94761719e+02, 5.52374451e+02
5.24657822e+00, -3.17499624e-03, 1.08082503e-01, 1.13620539e+05, 1.24121046e+00, 3.57818848e+02, 1.42586589e+00, 1.13620539e+05, 3.18498962e+02, 5.08658325e+02
5.24877882e+00, 1.14207488e-07, 1.16381697e-01, 1.42099781e+05, 1.50328529e+00, 3.63814087e+02, 1.34306824e+00, 1.42099781e+05, 3.29242493e+02, 4.88627106e+02
5.24877882e+00, -1.25673679e-07, 1.16381697e-01, 1.42099891e+05, 1.50328660e+00, 3.63814087e+02, 1.34306860e+00, 1.42099891e+05, 3.29242432e+02, 4.88625763e+02
5.25415707e+00, 3.17499950e-03, 1.05258703e-01, 5.60837656e+04, 7.01727629e-01, 3.34516693e+02, 1.74520731e+00, 5.60837656e+04, 2.78354279e+02, 5.83729187e+02
5.25415707e+00, -3.17499624e-03, 1.05258703e-01, 8.81305625e+04, 1.00395870e+00, 3.50597412e+02, 1.52492595e+00, 8.81305625e+04, 3.05755676e+02, 5.34616394e+02
5.25146818e+00, 3.17499950e-03, 1.10820197e-01, 7.67829688e+04, 9.08182263e-01, 3.43573364e+02, 1.62112510e+00, 7.67829688e+04, 2.93678345e+02, 5.54139954e+02
5.25146818e+00, -3.17499624e-03, 1.10820197e-01, 1.12617719e+05, 1.23339415e+00, 3.57320587e+02, 1.43273151e+00, 1.12617719e+05, 3.17613129e+02, 5.09928406e+02
5.25887203e+00, 3.17499950e-03, 9.51197967e-02, 6.60005469e+04, 7.98883975e-01, 3.40084961e+02, 1.66857481e+00, 6.60005469e+04, 2.87698547e+02, 5.67340576e+02
