##
## CFD-Post Generic Export
##
## CFX-25.1
##
## Generated on:  2025/08/17 23:19:01
##
## Generated from case(s): Case CFX
##

[Name]
Point Cloud 1

[Data]
X [ m ], Y [ m ], Z [ m ], Absolute Pressure [ Pa ], Density [ kg m^-3 ], Local Speed of Sound [ m s^-1 ], Mach Number, Normal X, Normal Y, Normal Z, Pressure [ Pa ], Temperature [ K ], Total Density [ kg m^-3 ], Total Pressure [ Pa ], Total Temperature [ K ], Velocity [ m s^-1 ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ]
5.45808601e+00, 3.17499950e-03, 2.02310994e-01, 8.64722969e+04, 1.02016795e+00, 3.44508484e+02, 1.60827601e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.64722969e+04, 2.95229431e+02, 2.89285111e+00, 3.72123719e+05, 4.48048584e+02, 5.54047363e+02, 5.54026001e+02, 4.79155350e+00, -8.44159722e-01
5.45808601e+00, -3.17499624e-03, 2.02310994e-01, 8.62018438e+04, 1.01625025e+00, 3.44631378e+02, 1.60659516e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.62018438e+04, 2.95440460e+02, 2.87665629e+00, 3.70040656e+05, 4.48048828e+02, 5.53663086e+02, 5.53620972e+02, -6.63385296e+00, -1.62233758e+00
5.46919823e+00, 3.17499950e-03, 2.02310994e-01, 9.00453984e+04, 1.04496229e+00, 3.47360931e+02, 1.56918561e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.00453984e+04, 3.00137085e+02, 2.84324360e+00, 3.65734188e+05, 4.48038544e+02, 5.45068420e+02, 5.45030273e+02, 2.66178772e-02, 6.44730186e+00
5.46919823e+00, -3.17499624e-03, 2.02310994e-01, 9.00033438e+04, 1.04290330e+00, 3.47622009e+02, 1.56558609e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.00033438e+04, 3.00588501e+02, 2.82694006e+00, 3.63632844e+05, 4.48033447e+02, 5.44225098e+02, 5.44191650e+02, -1.11092448e+00, 5.92944336e+00
5.48031092e+00, 3.17499950e-03, 2.02310994e-01, 8.95523047e+04, 1.05177641e+00, 3.45285736e+02, 1.59754753e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 8.95523047e+04, 2.96562500e+02, 2.94885468e+00, 3.79313281e+05, 4.48031555e+02, 5.51599426e+02, 5.51565491e+02, 2.58051801e+00, 5.54492474e+00
5.48031092e+00, -3.17499624e-03, 2.02310994e-01, 9.12967109e+04, 1.07989275e+00, 3.44073090e+02, 1.61401629e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.12967109e+04, 2.94485260e+02, 3.08173084e+00, 3.96383375e+05, 4.48006958e+02, 5.55311707e+02, 5.55219482e+02, -7.44336700e+00, 6.85825729e+00
5.49142313e+00, 3.43447056e-07, 2.02310994e-01, 3.90049766e+04, 4.51134413e-01, 3.47946259e+02, 1.56106770e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.90049766e+04, 3.01148895e+02, 1.21710575e+00, 1.56552547e+05, 4.48018250e+02, 5.43164124e+02, 5.28848022e+02, -6.54747725e-01, -1.23881500e+02
5.49142313e+00, -3.54910497e-07, 2.02310994e-01, 3.90049688e+04, 4.51134741e-01, 3.47946198e+02, 1.56106877e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.90049688e+04, 3.01148804e+02, 1.21710932e+00, 1.56553031e+05, 4.48018250e+02, 5.43164429e+02, 5.28848389e+02, -6.33645773e-01, -1.23881218e+02
5.49337196e+00, 1.01430423e-07, 1.79250807e-01, 3.72752305e+04, 3.29597145e-01, 3.97944092e+02, 8.27310860e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.72752305e+04, 3.93912842e+02, 4.54202533e-01, 5.84031797e+04, 4.47868774e+02, 3.29227966e+02, 3.26853394e+02, 2.48747559e+01, 3.06457520e+01
5.49337196e+00, -1.12896494e-07, 1.79250807e-01, 3.72781211e+04, 3.29635024e-01, 3.97934723e+02, 8.27444255e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.72781211e+04, 3.93896088e+02, 4.54350173e-01, 5.84221680e+04, 4.47868866e+02, 3.29254822e+02, 3.26877777e+02, 2.49070091e+01, 3.06479168e+01
5.49434614e+00, 2.63377416e-07, 1.67720795e-01, 3.57301953e+04, 3.17155629e-01, 3.97174377e+02, 8.40362728e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.57301953e+04, 3.92393921e+02, 4.41349328e-01, 5.67485938e+04, 4.47854034e+02, 3.33724213e+02, 3.31351318e+02, 1.91103745e+01, 3.48275681e+01
5.49434614e+00, -2.74845007e-07, 1.67720795e-01, 3.57311289e+04, 3.17163050e-01, 3.97174774e+02, 8.40356350e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.57311289e+04, 3.92394623e+02, 4.41351175e-01, 5.67488398e+04, 4.47854065e+02, 3.33729919e+02, 3.31350708e+02, 1.92201195e+01, 3.48275490e+01
5.49531984e+00, 4.30185906e-07, 1.56190693e-01, 3.58092891e+04, 3.18046868e-01, 3.97056427e+02, 8.42358112e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.58092891e+04, 3.92162018e+02, 4.43280429e-01, 5.69968359e+04, 4.47853546e+02, 3.34411469e+02, 3.32547791e+02, 1.59005527e+01, 3.14669952e+01
5.49531984e+00, -4.41655061e-07, 1.56190693e-01, 3.58101133e+04, 3.18054229e-01, 3.97055420e+02, 8.42372179e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.58101133e+04, 3.92160339e+02, 4.43296522e-01, 5.69989102e+04, 4.47853577e+02, 3.34421783e+02, 3.32549744e+02, 1.60745602e+01, 3.14675865e+01
5.49629498e+00, 2.16712639e-08, 1.44660607e-01, 3.62469219e+04, 3.21905047e-01, 3.97076172e+02, 8.42042327e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.62469219e+04, 3.92197449e+02, 4.48441118e-01, 5.76598672e+04, 4.47849548e+02, 3.34338409e+02, 3.32746582e+02, 1.70377808e+01, 2.77776928e+01
5.49629498e+00, -3.31365939e-08, 1.44660607e-01, 3.62452539e+04, 3.21888864e-01, 3.97077271e+02, 8.42026651e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.62452539e+04, 3.92199371e+02, 4.48406845e-01, 5.76554609e+04, 4.47849518e+02, 3.34336151e+02, 3.32743988e+02, 1.70442028e+01, 2.77776737e+01
5.49726915e+00, 1.88479731e-07, 1.33130506e-01, 3.62878516e+04, 3.22103113e-01, 3.97177490e+02, 8.40168238e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.62878516e+04, 3.92399261e+02, 4.48149770e-01, 5.76203594e+04, 4.47833588e+02, 3.33666473e+02, 3.32595398e+02, 1.22374458e+01, 2.37458553e+01
5.49726915e+00, -1.99946626e-07, 1.33130506e-01, 3.62888594e+04, 3.22112411e-01, 3.97177032e+02, 8.40174317e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.62888594e+04, 3.92398499e+02, 4.48166043e-01, 5.76224609e+04, 4.47833588e+02, 3.33670441e+02, 3.32596405e+02, 1.23177090e+01, 2.37458839e+01
5.49824286e+00, 3.55288194e-07, 1.21600397e-01, 3.68090078e+04, 3.27184200e-01, 3.96897797e+02, 8.44878376e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.68090078e+04, 3.91848724e+02, 4.56853122e-01, 5.87388359e+04, 4.47829376e+02, 3.35281860e+02, 3.34278687e+02, 2.14293957e+01, 1.45763979e+01
5.49824286e+00, -3.66756666e-07, 1.21600397e-01, 3.68097813e+04, 3.27191055e-01, 3.96897278e+02, 8.44885290e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.68097813e+04, 3.91847839e+02, 4.56864446e-01, 5.87402930e+04, 4.47829346e+02, 3.35292999e+02, 3.34280121e+02, 2.15806847e+01, 1.45764523e+01
5.50019217e+00, 1.08720577e-07, 9.85402986e-02, 3.81520703e+04, 3.38784724e-01, 3.97089478e+02, 8.41407478e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.81520703e+04, 3.92225189e+02, 4.71726775e-01, 6.06472344e+04, 4.47800201e+02, 3.34082794e+02, 3.33225891e+02, 2.18878765e+01, 9.62978935e+00
5.50019217e+00, -1.20186726e-07, 9.85402986e-02, 3.81449258e+04, 3.38714153e-01, 3.97094788e+02, 8.41332376e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.81449258e+04, 3.92234497e+02, 4.71567661e-01, 6.06267578e+04, 4.47800079e+02, 3.34072388e+02, 3.33213501e+02, 2.19181824e+01, 9.62954140e+00
5.50116587e+00, 2.75529061e-07, 8.70101973e-02, 3.84740859e+04, 3.40824872e-01, 3.97575623e+02, 8.33001375e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.84740859e+04, 3.93186890e+02, 4.71732140e-01, 6.06464688e+04, 4.47789520e+02, 3.31138245e+02, 3.31043610e+02, 3.15525174e+00, -7.26002121e+00
5.50116587e+00, -2.86996766e-07, 8.70101973e-02, 3.84752969e+04, 3.40836465e-01, 3.97574890e+02, 8.33011866e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.84752969e+04, 3.93185577e+02, 4.71754730e-01, 6.06493789e+04, 4.47789551e+02, 3.31141418e+02, 3.31045715e+02, 3.26736212e+00, -7.26027107e+00
5.50214005e+00, 4.42337523e-07, 7.54801035e-02, 3.13924180e+04, 2.82986164e-01, 3.94045410e+02, 8.92049432e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.13924180e+04, 3.86242004e+02, 4.09230024e-01, 5.26087383e+04, 4.47769226e+02, 3.51322876e+02, 3.48840759e+02, 2.23603840e+01, -3.51838226e+01
5.50214005e+00, -4.53806791e-07, 7.54801035e-02, 3.13950957e+04, 2.82981753e-01, 3.94068787e+02, 8.91716599e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 3.13950957e+04, 3.86283081e+02, 4.08980936e-01, 5.25767109e+04, 4.47769165e+02, 3.51272125e+02, 3.48782654e+02, 2.24623623e+01, -3.51882133e+01
5.50311518e+00, 3.38228823e-08, 6.39500022e-02, 2.20022754e+04, 2.04364359e-01, 3.88263794e+02, 9.84612405e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.20022754e+04, 3.74982697e+02, 3.18265885e-01, 4.09117734e+04, 4.47735504e+02, 3.82144623e+02, 3.65954773e+02, -1.03441925e+01, -1.09565598e+02
5.50311518e+00, -4.52883278e-08, 6.39500022e-02, 2.20001328e+04, 2.04342395e-01, 3.88265778e+02, 9.84583557e-01, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 2.20001328e+04, 3.74986115e+02, 3.18212837e-01, 4.09049492e+04, 4.47735443e+02, 3.82139374e+02, 3.65949554e+02, -1.03373556e+01, -1.09565315e+02
5.50408888e+00, 5.61433035e-06, 5.24199009e-02, 4.78048555e+04, 5.20161390e-01, 3.58754059e+02, 1.41156590e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.78048555e+04, 3.20152771e+02, 1.20392907e+00, 1.54785594e+05, 4.47809662e+02, 5.06343597e+02, 4.95629791e+02, -4.41520767e+01, -9.37311478e+01
5.50408888e+00, -4.26691440e-06, 5.24199009e-02, 4.77908711e+04, 5.19986570e-01, 3.58754059e+02, 1.41156626e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.77908711e+04, 3.20152344e+02, 1.20331669e+00, 1.54706813e+05, 4.47809509e+02, 5.06246735e+02, 4.95593811e+02, -4.34152985e+01, -9.37424316e+01
5.49854422e+00, 3.17484885e-03, 5.27324006e-02, 1.06349781e+05, 1.08407199e+00, 3.70630981e+02, 1.24631429e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.06349781e+05, 3.41696350e+02, 2.13184762e+00, 2.74149938e+05, 4.47915253e+02, 4.61919067e+02, 4.45876801e+02, -1.07354019e+02, -5.51199226e+01
5.49854422e+00, -3.17484559e-03, 5.27324006e-02, 1.05500445e+05, 1.08191335e+00, 3.69515747e+02, 1.26209545e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 1.05500445e+05, 3.39643188e+02, 2.15986705e+00, 2.77752688e+05, 4.47914581e+02, 4.66360107e+02, 4.50247864e+02, 1.08174934e+02, -5.53787270e+01
5.47883892e+00, 3.17501440e-03, 6.47094995e-02, 9.47318516e+04, 1.09739542e+00, 3.47672180e+02, 1.56473935e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.47318516e+04, 3.00674561e+02, 2.97199917e+00, 3.82266250e+05, 4.48003235e+02, 5.44016357e+02, 5.43932983e+02, -3.20770860e+00, -8.96754837e+00
5.47883892e+00, -3.17501114e-03, 6.47094995e-02, 9.46494063e+04, 1.09540009e+00, 3.47837250e+02, 1.56247830e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.46494063e+04, 3.00960144e+02, 2.95956159e+00, 3.80666156e+05, 4.48002869e+02, 5.43488159e+02, 5.43410461e+02, 3.59198856e+00, -8.45985317e+00
5.46693277e+00, 3.17501323e-03, 6.47094995e-02, 9.92585391e+04, 1.12832546e+00, 3.50970215e+02, 1.51968324e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.92585391e+04, 3.06406067e+02, 2.91524506e+00, 3.74981594e+05, 4.48021362e+02, 5.33363037e+02, 5.33357056e+02, -7.12221622e-01, -2.42109585e+00
5.46693277e+00, -3.17500997e-03, 6.47094995e-02, 9.92777422e+04, 1.12809062e+00, 3.51040680e+02, 1.51872015e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.92777422e+04, 3.06529083e+02, 2.91172266e+00, 3.74528750e+05, 4.48021698e+02, 5.33132019e+02, 5.33128601e+02, 8.07331145e-01, -1.72065461e+00
5.45502710e+00, 3.17501184e-03, 6.47094995e-02, 9.93250469e+04, 1.12925661e+00, 3.50942474e+02, 1.52008128e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.93250469e+04, 3.06357605e+02, 2.91884160e+00, 3.75446875e+05, 4.48024567e+02, 5.33460022e+02, 5.33443604e+02, 2.84627646e-01, -4.17423820e+00
5.45502710e+00, -3.17500858e-03, 6.47094995e-02, 9.93072422e+04, 1.12861395e+00, 3.51010803e+02, 1.51914799e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.93072422e+04, 3.06476929e+02, 2.91435122e+00, 3.74869813e+05, 4.48025146e+02, 5.33236206e+02, 5.33224915e+02, -1.66060984e-01, -3.46365976e+00
5.44312191e+00, 3.17501067e-03, 6.47094995e-02, 9.85287891e+04, 1.12378573e+00, 3.50383179e+02, 1.52776051e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.85287891e+04, 3.05381927e+02, 2.92801404e+00, 3.76629656e+05, 4.48028107e+02, 5.35301086e+02, 5.35273682e+02, 1.88071215e+00, -5.07992601e+00
5.44312191e+00, -3.17500741e-03, 6.47094995e-02, 9.84768516e+04, 1.12284362e+00, 3.50437744e+02, 1.52701402e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.84768516e+04, 3.05477051e+02, 2.92328548e+00, 3.76021563e+05, 4.48028229e+02, 5.35122864e+02, 5.35102051e+02, -1.81212962e+00, -4.35526419e+00
5.43121576e+00, 3.17500951e-03, 6.47094995e-02, 9.82842031e+04, 1.12155533e+00, 3.50295868e+02, 1.52896512e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.82842031e+04, 3.05229706e+02, 2.92587447e+00, 3.76355875e+05, 4.48029816e+02, 5.35589966e+02, 5.35537964e+02, 2.40768051e+00, -7.06454325e+00
5.43121576e+00, -3.17500625e-03, 6.47094995e-02, 9.83117109e+04, 1.12132871e+00, 3.50380249e+02, 1.52780676e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.83117109e+04, 3.05376862e+02, 2.92175531e+00, 3.75825688e+05, 4.48029419e+02, 5.35313232e+02, 5.35273193e+02, -2.24780297e+00, -6.14788532e+00
5.41931105e+00, 3.17500811e-03, 6.47094995e-02, 9.78541797e+04, 1.11799502e+00, 3.50084778e+02, 1.53186393e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.78541797e+04, 3.04862030e+02, 2.92540884e+00, 3.76297375e+05, 4.48031464e+02, 5.36281555e+02, 5.36181580e+02, 2.80922341e+00, -9.96468258e+00
5.41931105e+00, -3.17500485e-03, 6.47094995e-02, 9.76851875e+04, 1.11563361e+00, 3.50152344e+02, 1.53093278e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.76851875e+04, 3.04979645e+02, 2.91639662e+00, 3.75137063e+05, 4.48030212e+02, 5.36058899e+02, 5.35978455e+02, -2.33257270e+00, -8.98917484e+00
5.40740490e+00, 3.17500695e-03, 6.47094995e-02, 9.58163672e+04, 1.09898067e+00, 3.49403687e+02, 1.54118848e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.58163672e+04, 3.03677094e+02, 2.90375900e+00, 3.73512469e+05, 4.48031433e+02, 5.38496216e+02, 5.38296631e+02, 2.18703580e+00, -1.44965134e+01
5.40740490e+00, -3.17500369e-03, 6.47094995e-02, 9.57022422e+04, 1.09768045e+00, 3.49402374e+02, 1.54121125e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.57022422e+04, 3.03674713e+02, 2.90039444e+00, 3.73080344e+05, 4.48032196e+02, 5.38501892e+02, 5.38325012e+02, -1.98606145e+00, -1.36590042e+01
5.39550018e+00, 3.17500578e-03, 6.47094995e-02, 9.75871875e+04, 1.11736178e+00, 3.49705872e+02, 1.53706348e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.75871875e+04, 3.04202515e+02, 2.93965220e+00, 3.78131375e+05, 4.48033600e+02, 5.37520020e+02, 5.37278442e+02, 5.79363728e+00, -1.50365553e+01
5.39550018e+00, -3.17500252e-03, 6.47094995e-02, 9.72376172e+04, 1.11409080e+00, 3.49591095e+02, 1.53864408e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.72376172e+04, 3.04002777e+02, 2.93588519e+00, 3.77648156e+05, 4.48035248e+02, 5.37896057e+02, 5.37671936e+02, -5.61095715e+00, -1.44778233e+01
5.38359404e+00, 3.17500439e-03, 6.47094995e-02, 9.70442578e+04, 1.11147463e+00, 3.49654114e+02, 1.53776979e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.70442578e+04, 3.04112396e+02, 2.92631912e+00, 3.76415781e+05, 4.48033020e+02, 5.37687256e+02, 5.37399963e+02, 4.86555147e+00, -1.68877831e+01
5.38359404e+00, -3.17500113e-03, 6.47094995e-02, 9.68574219e+04, 1.11024380e+00, 3.49510925e+02, 1.53973901e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.68574219e+04, 3.03863403e+02, 2.92909527e+00, 3.76774375e+05, 4.48034851e+02, 5.38155457e+02, 5.37877075e+02, -5.11413288e+00, -1.65349369e+01
5.37168789e+00, 3.17500322e-03, 6.47094995e-02, 9.71455703e+04, 1.11271346e+00, 3.49641785e+02, 1.53794360e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.71455703e+04, 3.04090973e+02, 2.93011260e+00, 3.76904656e+05, 4.48034027e+02, 5.37729248e+02, 5.37353271e+02, 4.77207518e+00, -1.95296707e+01
5.37168789e+00, -3.17499996e-03, 6.47094995e-02, 9.69964531e+04, 1.11098731e+00, 3.49644684e+02, 1.53790843e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.69964531e+04, 3.04096008e+02, 2.92546010e+00, 3.76306844e+05, 4.48034912e+02, 5.37721436e+02, 5.37358337e+02, -4.65672731e+00, -1.92020626e+01
5.35978317e+00, 3.17500206e-03, 6.47094995e-02, 9.70855000e+04, 1.11133301e+00, 3.49750732e+02, 1.53645408e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.70855000e+04, 3.04280426e+02, 2.92193198e+00, 3.75852563e+05, 4.48034363e+02, 5.37374817e+02, 5.36848511e+02, 3.37834382e+00, -2.35370731e+01
5.35978317e+00, -3.17499880e-03, 6.47094995e-02, 9.74162578e+04, 1.11432660e+00, 3.49875061e+02, 1.53475511e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.74162578e+04, 3.04496857e+02, 2.92461276e+00, 3.76198000e+05, 4.48035034e+02, 5.36971313e+02, 5.36464050e+02, -3.65405607e+00, -2.30468445e+01
5.34787703e+00, 3.17500066e-03, 6.47094995e-02, 9.56070781e+04, 1.09601140e+00, 3.49494019e+02, 1.53997433e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.56070781e+04, 3.03834045e+02, 2.89222527e+00, 3.72032250e+05, 4.48035461e+02, 5.38208740e+02, 5.37446106e+02, -1.33765793e+00, -2.86107788e+01
5.34787703e+00, -3.17499740e-03, 6.47094995e-02, 9.59002969e+04, 1.09812021e+00, 3.49692993e+02, 1.53724694e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 9.59002969e+04, 3.04180115e+02, 2.88954020e+00, 3.71686406e+05, 4.48034882e+02, 5.37560913e+02, 5.36824585e+02, 1.44552469e+00, -2.80892487e+01
