##
## CFD-Post Generic Export
##
## CFX-25.1
##
## Generated on:  2025/08/15 15:54:24
##
## Generated from case(s): Case CFX
##

[Name]
Point Cloud 1

[Data]
X [ m ], Y [ m ], Z [ m ], Absolute Pressure [ Pa ], Density [ kg m^-3 ], Local Speed of Sound [ m s^-1 ], Mach Number, Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
5.46693277e+00, -3.17500997e-03, 6.47094995e-02, 1.12509914e+05, 1.24629438e+00, 3.55540100e+02, 1.45672202e+00, 1.12509914e+05, 3.14437256e+02, 5.17922424e+02
5.45502710e+00, 3.17501184e-03, 6.47094995e-02, 8.88383906e+04, 1.02932096e+00, 3.47638367e+02, 1.56473589e+00, 8.88383906e+04, 3.00616150e+02, 5.43960876e+02
5.45502710e+00, -3.17500858e-03, 6.47094995e-02, 1.12474258e+05, 1.24582672e+00, 3.55549927e+02, 1.45662117e+00, 1.12474258e+05, 3.14454712e+02, 5.17900696e+02
5.44312191e+00, 3.17501067e-03, 6.47094995e-02, 8.79062266e+04, 1.02150667e+00, 3.47130341e+02, 1.57171571e+00, 8.79062266e+04, 2.99738098e+02, 5.45589783e+02
5.44312191e+00, -3.17500741e-03, 6.47094995e-02, 1.11604914e+05, 1.23988640e+00, 3.55021149e+02, 1.46391284e+00, 1.11604914e+05, 3.13520020e+02, 5.19719910e+02
5.43121576e+00, 3.17500951e-03, 6.47094995e-02, 8.72733281e+04, 1.01518011e+00, 3.46954498e+02, 1.57412589e+00, 8.72733281e+04, 2.99434631e+02, 5.46149963e+02
5.43121576e+00, -3.17500625e-03, 6.47094995e-02, 1.11722594e+05, 1.24078369e+00, 3.55079865e+02, 1.46311629e+00, 1.11722594e+05, 3.13623657e+02, 5.19522949e+02
5.41931105e+00, 3.17500811e-03, 6.47094995e-02, 8.63217578e+04, 1.00674021e+00, 3.46501190e+02, 1.58032763e+00, 8.63217578e+04, 2.98652588e+02, 5.47583984e+02
5.41931105e+00, -3.17500485e-03, 6.47094995e-02, 1.11677953e+05, 1.23969018e+00, 3.55165375e+02, 1.46193993e+00, 1.11677953e+05, 3.13774841e+02, 5.19229736e+02
5.40740490e+00, 3.17500695e-03, 6.47094995e-02, 8.41116875e+04, 9.85856712e-01, 3.45639771e+02, 1.59209180e+00, 8.41116875e+04, 2.97169617e+02, 5.50289307e+02
5.40740490e+00, -3.17500369e-03, 6.47094995e-02, 1.10136328e+05, 1.22481966e+00, 3.54839813e+02, 1.46640849e+00, 1.10136328e+05, 3.13199860e+02, 5.20339844e+02
5.39550018e+00, 3.17500578e-03, 6.47094995e-02, 8.53586094e+04, 9.98308957e-01, 3.46014832e+02, 1.58698559e+00, 8.53586094e+04, 2.97814850e+02, 5.49120422e+02
5.39550018e+00, -3.17500252e-03, 6.47094995e-02, 1.12465859e+05, 1.24789739e+00, 3.55242096e+02, 1.46092510e+00, 1.12465859e+05, 3.13910400e+02, 5.18981995e+02
5.38359404e+00, 3.17500439e-03, 6.47094995e-02, 8.47706406e+04, 9.91739631e-01, 3.45961212e+02, 1.58769333e+00, 8.47706406e+04, 2.97722504e+02, 5.49279663e+02
5.38359404e+00, -3.17500113e-03, 6.47094995e-02, 1.12346758e+05, 1.24587476e+00, 3.55342041e+02, 1.45954204e+00, 1.12346758e+05, 3.14087067e+02, 5.18636353e+02
5.37168789e+00, 3.17500322e-03, 6.47094995e-02, 8.44900234e+04, 9.89471436e-01, 3.45783783e+02, 1.59011626e+00, 8.44900234e+04, 2.97417114e+02, 5.49836121e+02
5.37168789e+00, -3.17499996e-03, 6.47094995e-02, 1.12306547e+05, 1.24459195e+00, 3.55461487e+02, 1.45789587e+00, 1.12306547e+05, 3.14298218e+02, 5.18225769e+02
5.35978317e+00, 3.17500206e-03, 6.47094995e-02, 8.31719141e+04, 9.76563275e-01, 3.45335205e+02, 1.59623206e+00, 8.31719141e+04, 2.96646118e+02, 5.51233337e+02
5.35978317e+00, -3.17499880e-03, 6.47094995e-02, 1.12655930e+05, 1.24658406e+00, 3.55729309e+02, 1.45421159e+00, 1.12655930e+05, 3.14772064e+02, 5.17304932e+02
5.34787703e+00, 3.17500066e-03, 6.47094995e-02, 7.98615313e+04, 9.44861412e-01, 3.44018921e+02, 1.61424136e+00, 7.98615313e+04, 2.94389343e+02, 5.55323120e+02
5.34787703e+00, -3.17499740e-03, 6.47094995e-02, 1.11846328e+05, 1.23684311e+00, 3.55841583e+02, 1.45265269e+00, 1.11846328e+05, 3.14970764e+02, 5.16911865e+02
5.33597183e+00, 3.17499950e-03, 6.47094995e-02, 7.77602266e+04, 9.28503633e-01, 3.42444733e+02, 1.63582814e+00, 7.77602266e+04, 2.91700897e+02, 5.60180664e+02
5.33597183e+00, -3.17499624e-03, 6.47094995e-02, 1.14273703e+05, 1.26075721e+00, 3.56255005e+02, 1.44700527e+00, 1.14273703e+05, 3.15703003e+02, 5.15502869e+02
5.32470322e+00, 3.17532104e-03, 6.55393004e-02, 7.49210547e+04, 9.01872635e-01, 3.41060883e+02, 1.65475368e+00, 7.49210547e+04, 2.89348206e+02, 5.64371155e+02
5.32470322e+00, -3.17531778e-03, 6.55393004e-02, 1.12780102e+05, 1.24443960e+00, 3.56231964e+02, 1.44730198e+00, 1.12780102e+05, 3.15662201e+02, 5.15575134e+02
5.31343508e+00, 3.17569659e-03, 6.63691014e-02, 7.33957656e+04, 8.88565063e-01, 3.40089935e+02, 1.66805947e+00, 7.33957656e+04, 2.87703125e+02, 5.67289001e+02
5.31343508e+00, -3.17569333e-03, 6.63691014e-02, 1.12362898e+05, 1.24003959e+00, 3.56202728e+02, 1.44771254e+00, 1.12362898e+05, 3.15610321e+02, 5.15678406e+02
5.30216694e+00, 3.17607215e-03, 6.71989024e-02, 7.17341484e+04, 8.71791840e-01, 3.39437897e+02, 1.67698157e+00, 7.17341484e+04, 2.86600861e+02, 5.69224304e+02
5.30216694e+00, -3.17606889e-03, 6.71989024e-02, 1.11613531e+05, 1.23311305e+00, 3.56008453e+02, 1.45038986e+00, 1.11613531e+05, 3.15266205e+02, 5.16350952e+02
5.29089880e+00, 3.17644770e-03, 6.80287033e-02, 7.02748906e+04, 8.57258856e-01, 3.38803284e+02, 1.68570328e+00, 7.02748906e+04, 2.85530212e+02, 5.71121704e+02
5.29089880e+00, -3.17644444e-03, 6.80287033e-02, 1.09708656e+05, 1.21600139e+00, 3.55432373e+02, 1.45831501e+00, 1.09708656e+05, 3.14246674e+02, 5.18332275e+02
5.27963018e+00, 3.17745772e-03, 6.88584968e-02, 6.87152813e+04, 8.40651691e-01, 3.38315643e+02, 1.69236219e+00, 6.87152813e+04, 2.84708893e+02, 5.72551147e+02
5.27963018e+00, -3.17745446e-03, 6.88584968e-02, 1.08867203e+05, 1.20891809e+00, 3.55101868e+02, 1.46286964e+00, 1.08867203e+05, 3.13662689e+02, 5.19467407e+02
5.26836205e+00, 3.17783351e-03, 6.96882978e-02, 6.78811719e+04, 8.33972275e-01, 3.37599243e+02, 1.70222139e+00, 6.78811719e+04, 2.83504486e+02, 5.74662781e+02
5.26836205e+00, -3.17783025e-03, 6.96882978e-02, 1.07604867e+05, 1.19748795e+00, 3.54718567e+02, 1.46815336e+00, 1.07604867e+05, 3.12985931e+02, 5.20780823e+02
5.25709391e+00, 3.17733362e-03, 7.05180988e-02, 6.63227109e+04, 8.18040729e-01, 3.36935760e+02, 1.71133912e+00, 6.63227109e+04, 2.82391174e+02, 5.76610291e+02
5.25709391e+00, -3.17733036e-03, 7.05180988e-02, 1.07011617e+05, 1.19231868e+00, 3.54505402e+02, 1.47108889e+00, 1.07011617e+05, 3.12609772e+02, 5.21508057e+02
5.24582481e+00, 3.17721954e-03, 7.13478997e-02, 6.55001797e+04, 8.09528410e-01, 3.36595917e+02, 1.71601033e+00, 6.55001797e+04, 2.81821716e+02, 5.77601746e+02
5.24582481e+00, -3.17721628e-03, 7.13478997e-02, 1.06170969e+05, 1.18211973e+00, 3.54630188e+02, 1.46938396e+00, 1.06170969e+05, 3.12829895e+02, 5.21088013e+02
5.23455715e+00, 3.17639927e-03, 7.21777007e-02, 6.43882305e+04, 7.99114287e-01, 3.35892578e+02, 1.72568417e+00, 6.43882305e+04, 2.80645477e+02, 5.79643250e+02
5.23455715e+00, -3.17639601e-03, 7.21777007e-02, 1.06046102e+05, 1.17863464e+00, 3.54945160e+02, 1.46508658e+00, 1.06046102e+05, 3.13385895e+02, 5.20021912e+02
5.22328901e+00, 3.17557901e-03, 7.30075017e-02, 6.33735859e+04, 7.91355073e-01, 3.34866455e+02, 1.73978281e+00, 6.33735859e+04, 2.78933289e+02, 5.82590637e+02
5.22328901e+00, -3.17557575e-03, 7.30075017e-02, 1.05426180e+05, 1.17017245e+00, 3.55183594e+02, 1.46183658e+00, 1.05426180e+05, 3.13807068e+02, 5.19216858e+02
5.21202087e+00, 3.17499950e-03, 7.38373026e-02, 5.87264727e+04, 7.38439977e-01, 3.33700836e+02, 1.75579286e+00, 5.87264727e+04, 2.76994873e+02, 5.85899963e+02
5.21202087e+00, -3.17499624e-03, 7.38373026e-02, 1.01212664e+05, 1.11885428e+00, 3.55908264e+02, 1.45185184e+00, 1.01212664e+05, 3.15088959e+02, 5.16718567e+02
5.20075178e+00, 3.17499950e-03, 7.46671036e-02, 6.05695430e+04, 7.39338875e-01, 3.38695099e+02, 1.68721044e+00, 6.05695430e+04, 2.85347870e+02, 5.71449890e+02
5.20075178e+00, -3.17499624e-03, 7.46671036e-02, 1.07444781e+05, 1.15616000e+00, 3.60734100e+02, 1.38540435e+00, 1.07444781e+05, 3.23691406e+02, 4.99762512e+02
5.19888878e+00, 3.17499950e-03, 7.47355968e-02, 6.21379531e+04, 7.50931382e-01, 3.40393982e+02, 1.66397810e+00, 6.21379531e+04, 2.88217651e+02, 5.66408142e+02
5.19888878e+00, -3.17499624e-03, 7.47355968e-02, 1.11190211e+05, 1.18527329e+00, 3.62432861e+02, 1.36205149e+00, 1.11190211e+05, 3.26747253e+02, 4.93652191e+02
5.18553686e+00, 3.17488378e-03, 7.47355968e-02, 1.08349742e+05, 1.18482125e+00, 3.57841797e+02, 1.42546105e+00, 1.08349742e+05, 3.18521637e+02, 5.10089508e+02
5.18553686e+00, -3.17488052e-03, 7.47355968e-02, 1.64727469e+05, 1.66917193e+00, 3.71737091e+02, 1.23205411e+00, 1.64727469e+05, 3.43738861e+02, 4.57999969e+02
5.46942520e+00, 3.17499950e-03, 1.90996304e-01, 4.51957695e+04, 5.58571994e-01, 3.36660095e+02, 1.71551228e+00, 4.51957695e+04, 2.81931366e+02, 5.77440002e+02
5.46942520e+00, -3.17499670e-03, 1.90996304e-01, 1.01562836e+05, 1.15024841e+00, 3.51618073e+02, 1.51083195e+00, 1.01562836e+05, 3.07541290e+02, 5.31080444e+02
5.46963882e+00, 3.17500043e-03, 1.79671198e-01, 6.76735156e+04, 7.96974599e-01, 3.44793457e+02, 1.60390913e+00, 6.76735156e+04, 2.95718689e+02, 5.52893311e+02
5.46963882e+00, -3.17499787e-03, 1.79671198e-01, 1.05015625e+05, 1.17477095e+00, 3.53795685e+02, 1.48091316e+00, 1.05015625e+05, 3.11359558e+02, 5.23929871e+02
5.46984386e+00, 3.17500159e-03, 1.68297797e-01, 8.15568516e+04, 9.10057127e-01, 3.54232178e+02, 1.47448945e+00, 8.15568516e+04, 3.12128906e+02, 5.22290955e+02
5.46984386e+00, -3.17499926e-03, 1.68297797e-01, 1.07584367e+05, 1.19547367e+00, 3.54983032e+02, 1.46456981e+00, 1.07584367e+05, 3.13452789e+02, 5.19893616e+02
5.46996689e+00, 3.17500299e-03, 1.56866595e-01, 8.07315000e+04, 9.03716445e-01, 3.53678406e+02, 1.48197091e+00, 8.07315000e+04, 3.11152985e+02, 5.24139160e+02
5.46996689e+00, -3.17500043e-03, 1.56866595e-01, 1.09573898e+05, 1.21147656e+00, 3.55876587e+02, 1.45222998e+00, 1.09573898e+05, 3.15032715e+02, 5.16810730e+02
5.46999693e+00, 3.17500439e-03, 1.45405903e-01, 8.07362734e+04, 9.03264582e-01, 3.53777069e+02, 1.48039377e+00, 8.07362734e+04, 3.11326691e+02, 5.23727417e+02
5.46999693e+00, -3.17500182e-03, 1.45405903e-01, 1.10642711e+05, 1.22061896e+00, 3.56266235e+02, 1.44680357e+00, 1.10642711e+05, 3.15722992e+02, 5.15445679e+02
5.46982002e+00, 3.17500555e-03, 1.33816093e-01, 8.26869453e+04, 9.21919763e-01, 3.54385071e+02, 1.47177088e+00, 8.26869453e+04, 3.12397614e+02, 5.21573608e+02
5.46982002e+00, -3.17500299e-03, 1.33816093e-01, 1.11109898e+05, 1.22661996e+00, 3.56143402e+02, 1.44840038e+00, 1.11109898e+05, 3.15505280e+02, 5.15837219e+02
5.46935415e+00, 3.17500695e-03, 1.22359999e-01, 8.36372344e+04, 9.34418857e-01, 3.54024078e+02, 1.47657895e+00, 8.36372344e+04, 3.11761627e+02, 5.22743958e+02
5.46935415e+00, -3.17500439e-03, 1.22359999e-01, 1.11159773e+05, 1.22951365e+00, 3.55803894e+02, 1.45299172e+00, 1.11159773e+05, 3.14904022e+02, 5.16978210e+02
5.46888590e+00, 3.17500811e-03, 1.10784300e-01, 8.46517422e+04, 9.49299097e-01, 3.53362122e+02, 1.48564243e+00, 8.46517422e+04, 3.10596680e+02, 5.24969238e+02
5.46888590e+00, -3.17500555e-03, 1.10784300e-01, 1.11096180e+05, 1.23216665e+00, 3.55318970e+02, 1.45957351e+00, 1.11096180e+05, 3.14046234e+02, 5.18613708e+02
5.46846008e+00, 3.17500927e-03, 9.93646011e-02, 8.61677266e+04, 9.70446885e-01, 3.52606628e+02, 1.49608076e+00, 8.61677266e+04, 3.09270111e+02, 5.27524231e+02
5.46846008e+00, -3.17500671e-03, 9.93646011e-02, 1.11202438e+05, 1.23514092e+00, 3.55060547e+02, 1.46307814e+00, 1.11202438e+05, 3.13589630e+02, 5.19479370e+02
5.46821880e+00, 3.17501067e-03, 8.78226012e-02, 8.75889297e+04, 9.96762872e-01, 3.50779327e+02, 1.52128291e+00, 8.75889297e+04, 3.06073242e+02, 5.33625366e+02
5.46821880e+00, -3.17500811e-03, 8.78226012e-02, 1.11728242e+05, 1.24031544e+00, 3.55155762e+02, 1.46177876e+00, 1.11728242e+05, 3.13757843e+02, 5.19155884e+02
5.46799517e+00, 3.17501184e-03, 7.62773007e-02, 8.86613750e+04, 1.02109694e+00, 3.48689636e+02, 1.55010784e+00, 8.86613750e+04, 3.02437317e+02, 5.40480774e+02
5.46799517e+00, -3.17500927e-03, 7.62773007e-02, 1.12594766e+05, 1.24820912e+00, 3.55401184e+02, 1.45850849e+00, 1.12594766e+05, 3.14191620e+02, 5.18355042e+02
5.45805788e+00, 3.17499950e-03, 1.91084906e-01, 4.40769297e+04, 5.57837903e-01, 3.32646881e+02, 1.77082551e+00, 4.40769297e+04, 2.75249512e+02, 5.88981323e+02
5.45805788e+00, -3.17499624e-03, 1.91084906e-01, 1.03401813e+05, 1.16285229e+00, 3.52861603e+02, 1.49381578e+00, 1.03401813e+05, 3.09717773e+02, 5.27091370e+02
5.45801020e+00, 3.17499950e-03, 1.79801196e-01, 5.80009648e+04, 7.12842345e-01, 3.37518860e+02, 1.70368123e+00, 5.80009648e+04, 2.83372711e+02, 5.74988953e+02
5.45801020e+00, -3.17499740e-03, 1.79801196e-01, 1.07039102e+05, 1.19042158e+00, 3.54832794e+02, 1.46671808e+00, 1.07039102e+05, 3.13187469e+02, 5.20437805e+02
5.45794392e+00, 3.17500043e-03, 1.68510497e-01, 7.28819297e+04, 8.35086882e-01, 3.49557281e+02, 1.53863251e+00, 7.28819297e+04, 3.03946960e+02, 5.37680908e+02
5.45794392e+00, -3.17499856e-03, 1.68510497e-01, 1.09743430e+05, 1.21228600e+00, 3.56032043e+02, 1.45019102e+00, 1.09743430e+05, 3.15308167e+02, 5.16310425e+02
5.45785999e+00, 3.17500159e-03, 1.57123595e-01, 7.85505000e+04, 8.87378752e-01, 3.52065002e+02, 1.50417674e+00, 7.85505000e+04, 3.08320679e+02, 5.29567322e+02
5.45785999e+00, -3.17499996e-03, 1.57123595e-01, 1.11177547e+05, 1.22388160e+00, 3.56649841e+02, 1.44164312e+00, 1.11177547e+05, 3.16403320e+02, 5.14161255e+02
5.45762920e+00, 3.17500299e-03, 1.45684898e-01, 7.91741563e+04, 8.91447961e-01, 3.52651764e+02, 1.49594820e+00, 7.91741563e+04, 3.09349365e+02, 5.27545288e+02
5.45762920e+00, -3.17500113e-03, 1.45684898e-01, 1.11601383e+05, 1.22735560e+00, 3.56823181e+02, 1.43918586e+00, 1.11601383e+05, 3.16710876e+02, 5.13532410e+02
5.45728207e+00, 3.17500415e-03, 1.34214297e-01, 8.13928203e+04, 9.09660399e-01, 3.53961578e+02, 1.47769392e+00, 8.13928203e+04, 3.11651428e+02, 5.23045044e+02
5.45728207e+00, -3.17500229e-03, 1.34214297e-01, 1.11611805e+05, 1.22980618e+00, 3.56484161e+02, 1.44376385e+00, 1.11611805e+05, 3.16109344e+02, 5.14677124e+02
5.45671606e+00, 3.17500555e-03, 1.22653402e-01, 8.29573438e+04, 9.27647293e-01, 3.53866821e+02, 1.47880149e+00, 8.29573438e+04, 3.11484558e+02, 5.23298523e+02
5.45671606e+00, -3.17500369e-03, 1.22653402e-01, 1.11413672e+05, 1.23097956e+00, 3.55997833e+02, 1.45037246e+00, 1.11413672e+05, 3.15247375e+02, 5.16327515e+02
5.45608711e+00, 3.17500671e-03, 1.11171201e-01, 8.38392500e+04, 9.40897107e-01, 3.53229309e+02, 1.48749959e+00, 8.38392500e+04, 3.10363312e+02, 5.25426331e+02
