##
## CFD-Post Generic Export
##
## CFX-25.1
##
## Generated on:  2025/08/15 16:41:46
##
## Generated from case(s): Case CFX
##

[Name]
Point Cloud 1

[Data]
X [ m ], Y [ m ], Z [ m ], Absolute Pressure [ Pa ], Density [ kg m^-3 ], Local Speed of Sound [ m s^-1 ], Mach Number, Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
5.35410404e+00, 3.17499950e-03, 1.26730204e-01, 2.58914531e+04, 3.73576254e-01, 3.11188660e+02, 2.07242537e+00, 2.58914531e+04, 2.40935791e+02, 6.44291992e+02
5.35410404e+00, -3.17499810e-03, 1.26730204e-01, 1.37287250e+05, 1.44924378e+00, 3.64206604e+02, 1.33728337e+00, 1.37287250e+05, 3.29953308e+02, 4.87045776e+02
5.34448385e+00, 3.17499950e-03, 1.51062503e-01, 1.78009297e+04, 2.91002452e-01, 2.92638184e+02, 2.34746599e+00, 1.78009297e+04, 2.13022354e+02, 6.86786865e+02
5.34448385e+00, -3.17499624e-03, 1.51062503e-01, 1.43457906e+05, 1.48201072e+00, 3.68161896e+02, 1.28212476e+00, 1.43457906e+05, 3.37159027e+02, 4.71979248e+02
5.34194422e+00, 3.17499950e-03, 1.58719495e-01, 2.18884551e+04, 3.27208489e-01, 3.04766296e+02, 2.16694641e+00, 2.18884551e+04, 2.31207092e+02, 6.57873352e+02
5.34194422e+00, -3.17499624e-03, 1.58719495e-01, 1.55336875e+05, 1.58740807e+00, 3.70140350e+02, 1.25430596e+00, 1.55336875e+05, 3.40793335e+02, 4.63878754e+02
5.30409098e+00, 3.17499950e-03, 1.16531901e-01, 2.13627168e+04, 3.25657696e-01, 3.02937592e+02, 2.19206762e+00, 2.13627168e+04, 2.28296326e+02, 6.63887634e+02
5.30409098e+00, -3.17499670e-03, 1.16531901e-01, 1.38951031e+05, 1.45928323e+00, 3.65144379e+02, 1.32427132e+00, 1.38951031e+05, 3.31654724e+02, 4.83534363e+02
5.29266214e+00, 3.17499950e-03, 1.11584999e-01, 2.13105254e+04, 3.23690921e-01, 3.03540466e+02, 2.18265939e+00, 2.13105254e+04, 2.29200485e+02, 6.62415588e+02
5.29266214e+00, -3.17499670e-03, 1.11584999e-01, 1.38408094e+05, 1.45571733e+00, 3.64876404e+02, 1.32800722e+00, 1.38408094e+05, 3.31167999e+02, 4.84552582e+02
5.28804398e+00, 3.17499950e-03, 1.23852797e-01, 1.49021621e+04, 2.47927025e-01, 2.89995209e+02, 2.38736176e+00, 1.49021621e+04, 2.09200317e+02, 6.92161621e+02
5.28804398e+00, -3.17499624e-03, 1.23852797e-01, 1.40358031e+05, 1.45627701e+00, 3.67356934e+02, 1.29336917e+00, 1.40358031e+05, 3.35688629e+02, 4.74893250e+02
5.29852390e+00, 3.17499950e-03, 1.29254907e-01, 1.56787227e+04, 2.57921547e-01, 2.91736725e+02, 2.36083031e+00, 1.56787227e+04, 2.11724808e+02, 6.88439453e+02
5.29852390e+00, -3.17499624e-03, 1.29254907e-01, 1.40218594e+05, 1.45528567e+00, 3.67303772e+02, 1.29412615e+00, 1.40218594e+05, 3.35589783e+02, 4.75224731e+02
5.39690781e+00, 3.17500206e-03, 9.86531973e-02, 6.40231250e+04, 7.26366699e-01, 3.51321350e+02, 1.51273549e+00, 6.40231250e+04, 3.07020599e+02, 5.31448730e+02
5.39690781e+00, -3.17500322e-03, 9.86531973e-02, 1.30014609e+05, 1.39612210e+00, 3.61108826e+02, 1.38019729e+00, 1.30014609e+05, 3.24364380e+02, 4.98391479e+02
5.38529921e+00, 3.17500089e-03, 9.82822031e-02, 6.13792383e+04, 6.99016511e-01, 3.50647705e+02, 1.52167952e+00, 6.13792383e+04, 3.05843536e+02, 5.33564819e+02
5.38529921e+00, -3.17500276e-03, 9.82822031e-02, 1.30410805e+05, 1.39853299e+00, 3.61346741e+02, 1.37687492e+00, 1.30410805e+05, 3.24791840e+02, 4.97519836e+02
5.37404585e+00, 3.17499973e-03, 9.81341973e-02, 5.85542578e+04, 6.71110988e-01, 3.49529816e+02, 1.53678942e+00, 5.85542578e+04, 3.03896301e+02, 5.37150146e+02
5.37404585e+00, -3.17500229e-03, 9.81341973e-02, 1.30939523e+05, 1.40177131e+00, 3.61659943e+02, 1.37253022e+00, 1.30939523e+05, 3.25355194e+02, 4.96381012e+02
5.36331081e+00, 3.17499950e-03, 9.84638035e-02, 5.62341953e+04, 6.48880601e-01, 3.48356140e+02, 1.55272961e+00, 5.62341953e+04, 3.01859039e+02, 5.40893860e+02
5.36331081e+00, -3.17500159e-03, 9.84638035e-02, 1.31679766e+05, 1.40694010e+00, 3.62014069e+02, 1.36763251e+00, 1.31679766e+05, 3.25992584e+02, 4.95076508e+02
5.35471201e+00, 3.17499950e-03, 9.89710018e-02, 5.47965625e+04, 6.34607613e-01, 3.47717834e+02, 1.56135607e+00, 5.47965625e+04, 3.00753662e+02, 5.42907593e+02
5.35471201e+00, -3.17500113e-03, 9.89710018e-02, 1.32448750e+05, 1.41249847e+00, 3.62354370e+02, 1.36291969e+00, 1.32448750e+05, 3.26605865e+02, 4.93849884e+02
5.34793186e+00, 3.17499950e-03, 7.73167983e-02, 6.02335000e+04, 7.28223681e-01, 3.40323975e+02, 1.66424394e+00, 6.02335000e+04, 2.88099731e+02, 5.66325073e+02
5.34793186e+00, -3.17500322e-03, 7.73167983e-02, 1.30917141e+05, 1.38283038e+00, 3.64097412e+02, 1.33843446e+00, 1.30917141e+05, 3.29755524e+02, 4.87305389e+02
5.33553123e+00, 3.17499950e-03, 7.69331977e-02, 5.74234688e+04, 7.00509548e-01, 3.38801147e+02, 1.68490601e+00, 5.74234688e+04, 2.85526672e+02, 5.70611755e+02
5.33553123e+00, -3.17500276e-03, 7.69331977e-02, 1.32105422e+05, 1.38980770e+00, 3.64826538e+02, 1.32828224e+00, 1.32105422e+05, 3.31077606e+02, 4.84578064e+02
5.32375717e+00, 3.17499950e-03, 7.61452988e-02, 5.57050078e+04, 6.83156073e-01, 3.37901459e+02, 1.69712353e+00, 5.57050078e+04, 2.84012238e+02, 5.73452087e+02
5.32375717e+00, -3.17500229e-03, 7.61452988e-02, 1.33406750e+05, 1.39772594e+00, 3.65578918e+02, 1.31774867e+00, 1.33406750e+05, 3.32444550e+02, 4.81739532e+02
5.31261778e+00, 3.17499950e-03, 7.42295980e-02, 5.51978125e+04, 6.80549026e-01, 3.37019440e+02, 1.70911717e+00, 5.51978125e+04, 2.82532043e+02, 5.75563660e+02
5.31261778e+00, -3.17500182e-03, 7.42295980e-02, 1.34586109e+05, 1.40427268e+00, 3.66334534e+02, 1.30709660e+00, 1.34586109e+05, 3.33820221e+02, 4.78823456e+02
5.36034584e+00, 3.17500066e-03, 7.66872987e-02, 6.37452148e+04, 7.63828754e-01, 3.41846436e+02, 1.64365149e+00, 6.37452148e+04, 2.90682678e+02, 5.61730713e+02
5.36034584e+00, -3.17500392e-03, 7.66872987e-02, 1.30287172e+05, 1.37871253e+00, 3.63762207e+02, 1.34312868e+00, 1.30287172e+05, 3.29148621e+02, 4.88575226e+02
5.37229586e+00, 3.17500206e-03, 7.61395022e-02, 6.73004141e+04, 7.99255133e-01, 3.43370056e+02, 1.62297451e+00, 6.73004141e+04, 2.93279785e+02, 5.57174988e+02
5.37229586e+00, -3.17500462e-03, 7.61395022e-02, 1.30079273e+05, 1.37812912e+00, 3.63548828e+02, 1.34611332e+00, 1.30079273e+05, 3.28762543e+02, 4.89373505e+02
5.38418579e+00, 3.17500322e-03, 7.61097968e-02, 7.03362188e+04, 8.29155087e-01, 3.44646301e+02, 1.60571229e+00, 7.03362188e+04, 2.95463745e+02, 5.53356323e+02
5.38418579e+00, -3.17500508e-03, 7.61097968e-02, 1.29738375e+05, 1.37663972e+00, 3.63268433e+02, 1.35002720e+00, 1.29738375e+05, 3.28255707e+02, 4.90416351e+02
5.39601707e+00, 3.17500439e-03, 7.61243999e-02, 7.26028594e+04, 8.52247357e-01, 3.45380432e+02, 1.59581494e+00, 7.26028594e+04, 2.96723816e+02, 5.51086182e+02
5.39601707e+00, -3.17500578e-03, 7.61243999e-02, 1.29196852e+05, 1.37356973e+00, 3.62914368e+02, 1.35497057e+00, 1.29196852e+05, 3.27616150e+02, 4.91735596e+02
5.22988796e+00, 3.17499950e-03, 8.87015015e-02, 2.47647051e+04, 3.35997760e-01, 3.20879059e+02, 1.92959058e+00, 2.47647051e+04, 2.56163757e+02, 6.18047791e+02
5.22988796e+00, -3.17499624e-03, 8.87015015e-02, 1.30858398e+05, 1.36563933e+00, 3.66284241e+02, 1.30831456e+00, 1.30858398e+05, 3.33729553e+02, 4.78864105e+02
5.20915508e+00, 3.17499950e-03, 8.29660967e-02, 3.29786406e+04, 4.24361140e-01, 3.29068970e+02, 1.81575882e+00, 3.29786406e+04, 2.69527893e+02, 5.93943298e+02
5.20915508e+00, -3.17499624e-03, 8.29660967e-02, 1.44819500e+05, 1.46769297e+00, 3.71642181e+02, 1.23312604e+00, 1.44819500e+05, 3.43565063e+02, 4.54779694e+02
5.20137596e+00, 3.17499950e-03, 8.11757967e-02, 3.90752266e+04, 4.80954856e-01, 3.36763672e+02, 1.70930362e+00, 3.90752266e+04, 2.82249420e+02, 5.71506836e+02
5.20137596e+00, -3.17499624e-03, 8.11757967e-02, 1.58073625e+05, 1.57665467e+00, 3.74600494e+02, 1.19131994e+00, 1.58073625e+05, 3.49057465e+02, 4.42794434e+02
5.48088312e+00, 3.17500019e-03, 1.90898493e-01, 1.17595400e+04, 1.83585018e-01, 2.99344757e+02, 2.24681330e+00, 1.17595400e+04, 2.22901917e+02, 6.72188782e+02
5.48088312e+00, -3.17499717e-03, 1.90898493e-01, 1.07310750e+05, 1.24015737e+00, 3.48040466e+02, 1.55990481e+00, 1.07310750e+05, 3.01328918e+02, 5.42656738e+02
5.48145199e+00, 3.17500159e-03, 1.79473802e-01, 2.16445059e+04, 3.24969739e-01, 3.05244446e+02, 2.15919852e+00, 2.16445059e+04, 2.31783432e+02, 6.58482971e+02
5.48145199e+00, -3.17499856e-03, 1.79473802e-01, 1.12478398e+05, 1.27894270e+00, 3.50867096e+02, 1.52099800e+00, 1.12478398e+05, 3.06244965e+02, 5.33554810e+02
5.48199511e+00, 3.17500299e-03, 1.68025807e-01, 3.46475508e+04, 4.72609699e-01, 3.19897461e+02, 1.94904685e+00, 3.46475508e+04, 2.54663345e+02, 6.22647217e+02
5.48199511e+00, -3.17499973e-03, 1.68025807e-01, 1.18029641e+05, 1.31409359e+00, 3.54560547e+02, 1.47019696e+00, 1.18029641e+05, 3.12735291e+02, 5.21109192e+02
5.48251295e+00, 3.17500439e-03, 1.56554297e-01, 6.42722227e+04, 7.28308201e-01, 3.51483185e+02, 1.51131082e+00, 6.42722227e+04, 3.07303711e+02, 5.29514771e+02
5.48251295e+00, -3.17500113e-03, 1.56554297e-01, 1.21299023e+05, 1.33756459e+00, 3.56324982e+02, 1.44591105e+00, 1.21299023e+05, 3.15835693e+02, 5.15163757e+02
5.48293018e+00, 3.17500578e-03, 1.45005897e-01, 6.93191172e+04, 7.76071310e-01, 3.53633667e+02, 1.48034179e+00, 6.93191172e+04, 3.11084534e+02, 5.23441772e+02
5.48293018e+00, -3.17500252e-03, 1.45005897e-01, 1.22506344e+05, 1.35014856e+00, 3.56403015e+02, 1.44471085e+00, 1.22506344e+05, 3.15984467e+02, 5.14792542e+02
5.48279619e+00, 3.17496387e-03, 7.60079026e-02, 7.97210078e+04, 9.35150921e-01, 3.45501404e+02, 1.59459960e+00, 7.97210078e+04, 2.96931702e+02, 5.50910461e+02
5.48279619e+00, -3.17499624e-03, 7.60079026e-02, 1.28373258e+05, 1.37412083e+00, 3.61683167e+02, 1.37212944e+00, 1.28373258e+05, 3.25396942e+02, 4.96275879e+02
5.48347282e+00, 3.17498716e-03, 8.74930993e-02, 7.86175000e+04, 9.13383305e-01, 3.47166473e+02, 1.57217550e+00, 7.86175000e+04, 2.99800659e+02, 5.45773132e+02
5.48347282e+00, -3.17499624e-03, 8.74930993e-02, 1.28214234e+05, 1.38280368e+00, 3.60322510e+02, 1.39099622e+00, 1.28214234e+05, 3.22953491e+02, 5.01205139e+02
5.48337317e+00, 3.17497086e-03, 9.89482030e-02, 7.55514531e+04, 8.71598482e-01, 3.48388000e+02, 1.55555379e+00, 7.55514531e+04, 3.01918884e+02, 5.41895447e+02
5.48337317e+00, -3.17499624e-03, 9.89482030e-02, 1.27308398e+05, 1.38174403e+00, 3.59177429e+02, 1.40681946e+00, 1.27308398e+05, 3.20906860e+02, 5.05280243e+02
5.48327923e+00, 3.17495479e-03, 1.10472098e-01, 7.33845703e+04, 8.22159111e-01, 3.53536407e+02, 1.48434639e+00, 7.33845703e+04, 3.10904572e+02, 5.24762634e+02
5.48327923e+00, -3.17499624e-03, 1.10472098e-01, 1.27136094e+05, 1.38119543e+00, 3.59012543e+02, 1.40917993e+00, 1.27136094e+05, 3.20609467e+02, 5.05910095e+02
5.48331785e+00, 3.17496015e-03, 1.21908799e-01, 7.16407031e+04, 7.95488238e-01, 3.55091919e+02, 1.46053553e+00, 7.16407031e+04, 3.13654175e+02, 5.18570190e+02
5.48331785e+00, -3.17499624e-03, 1.21908799e-01, 1.24985906e+05, 1.37271547e+00, 3.57030182e+02, 1.43619895e+00, 1.24985906e+05, 3.17091217e+02, 5.12692078e+02
5.48316717e+00, 3.17497598e-03, 1.33509099e-01, 7.06856406e+04, 7.81057954e-01, 3.55981445e+02, 1.44804728e+00, 7.06856406e+04, 3.15218750e+02, 5.15474243e+02
5.48316717e+00, -3.17499624e-03, 1.33509099e-01, 1.24762250e+05, 1.36461496e+00, 3.57793793e+02, 1.42584062e+00, 1.24762250e+05, 3.18437531e+02, 5.10148804e+02
5.27362919e+00, 3.17499950e-03, 9.86275002e-02, 2.75557480e+04, 3.69302303e-01, 3.22621765e+02, 1.90724564e+00, 2.75557480e+04, 2.59011017e+02, 6.13582031e+02
5.27362919e+00, -3.17499717e-03, 9.86275002e-02, 1.35601125e+05, 1.43112779e+00, 3.64246948e+02, 1.33670402e+00, 1.35601125e+05, 3.30026367e+02, 4.86888733e+02
5.26992512e+00, 3.17499950e-03, 9.53342021e-02, 3.07787539e+04, 3.99027407e-01, 3.28087250e+02, 1.83043444e+00, 3.07787539e+04, 2.67850281e+02, 5.98552185e+02
5.26992512e+00, -3.17499740e-03, 9.53342021e-02, 1.35098906e+05, 1.42337644e+00, 3.64560852e+02, 1.33229899e+00, 1.35098906e+05, 3.30595612e+02, 4.85661255e+02
5.26869297e+00, 3.17499950e-03, 9.96598974e-02, 2.41197695e+04, 3.38002443e-01, 3.15776062e+02, 2.00388288e+00, 2.41197695e+04, 2.48090897e+02, 6.32010559e+02
5.26869297e+00, -3.17499693e-03, 9.96598974e-02, 1.35059578e+05, 1.42607367e+00, 3.64162537e+02, 1.33789837e+00, 1.35059578e+05, 3.29873444e+02, 4.87167145e+02
5.27074909e+00, 3.17499950e-03, 9.78738964e-02, 2.76038320e+04, 3.69472206e-01, 3.22064331e+02, 1.91566777e+00, 2.76038320e+04, 2.58237244e+02, 6.12802612e+02
5.27074909e+00, -3.17499717e-03, 9.78738964e-02, 1.35281141e+05, 1.42759025e+00, 3.64267639e+02, 1.33641422e+00, 1.35281141e+05, 3.30063995e+02, 4.86793396e+02
5.24566793e+00, 3.17499950e-03, 9.86092016e-02, 2.01676992e+04, 2.95016319e-01, 3.09323090e+02, 2.09573388e+00, 2.01676992e+04, 2.38020020e+02, 6.48071716e+02
5.24566793e+00, -3.17499624e-03, 9.86092016e-02, 1.33574500e+05, 1.40368283e+00, 3.65019470e+02, 1.32595265e+00, 1.33574500e+05, 3.31429565e+02, 4.83802948e+02
5.25104618e+00, 3.17499950e-03, 9.82140973e-02, 2.15552617e+04, 3.09880316e-01, 3.11880005e+02, 2.05904675e+00, 2.15552617e+04, 2.41983063e+02, 6.41703979e+02
5.25104618e+00, -3.17499624e-03, 9.82140973e-02, 1.32765109e+05, 1.39986670e+00, 3.64419922e+02, 1.33432531e+00, 1.32765109e+05, 3.30340027e+02, 4.86109161e+02
5.24737692e+00, 3.17499950e-03, 9.42680985e-02, 2.41216387e+04, 3.33640099e-01, 3.18030670e+02, 1.97056437e+00, 2.41216387e+04, 2.51612427e+02, 6.26330383e+02
5.24737692e+00, -3.17499647e-03, 9.42680985e-02, 1.31934922e+05, 1.39089656e+00, 3.64448181e+02, 1.33390558e+00, 1.31934922e+05, 3.30391113e+02, 4.86018585e+02
5.24803019e+00, 3.17499950e-03, 9.70304981e-02, 2.19476777e+04, 3.12671274e-01, 3.13158051e+02, 2.04061174e+00, 2.19476777e+04, 2.43994659e+02, 6.38242371e+02
5.24803019e+00, -3.17499624e-03, 9.70304981e-02, 1.32505234e+05, 1.39615536e+00, 3.64546509e+02, 1.33254647e+00, 1.32505234e+05, 3.30569489e+02, 4.85612091e+02
5.26198292e+00, 3.17499950e-03, 1.02164499e-01, 2.09059023e+04, 3.10317248e-01, 3.07001526e+02, 2.13043261e+00, 2.09059023e+04, 2.34466827e+02, 6.53733459e+02
5.26198292e+00, -3.17499624e-03, 1.02164499e-01, 1.34301172e+05, 1.41832125e+00, 3.64129639e+02, 1.33838212e+00, 1.34301172e+05, 3.29813873e+02, 4.87264191e+02
5.26356602e+00, 3.17499950e-03, 1.10797003e-01, 1.75156445e+04, 2.74484307e-01, 2.98867401e+02, 2.25120354e+00, 1.75156445e+04, 2.22190781e+02, 6.72752136e+02
5.26356602e+00, -3.17499624e-03, 1.10797003e-01, 1.38851813e+05, 1.44672346e+00, 3.66565704e+02, 1.30439734e+00, 1.38851813e+05, 3.34246826e+02, 4.77762268e+02
5.27027607e+00, 3.17499950e-03, 1.08292401e-01, 1.89856348e+04, 2.90841520e-01, 3.02321320e+02, 2.19977403e+00, 1.89856348e+04, 2.27353485e+02, 6.64883423e+02
5.27027607e+00, -3.17499624e-03, 1.08292401e-01, 1.35141797e+05, 1.42418075e+00, 3.64514282e+02, 1.33305252e+00, 1.35141797e+05, 3.30511688e+02, 4.85851929e+02
5.26612997e+00, 3.17499950e-03, 1.05228499e-01, 1.91123770e+04, 2.88872212e-01, 3.04335846e+02, 2.16972065e+00, 1.91123770e+04, 2.30396118e+02, 6.60238159e+02
5.26612997e+00, -3.17499624e-03, 1.05228499e-01, 1.34492609e+05, 1.41837919e+00, 3.64382935e+02, 1.33486497e+00, 1.34492609e+05, 3.30273010e+02, 4.86330994e+02
5.25635719e+00, 3.17499950e-03, 1.13558002e-01, 3.43842734e+04, 4.34541166e-01, 3.31116150e+02, 1.79195368e+00, 3.43842734e+04, 2.73070404e+02, 5.89002991e+02
5.25635719e+00, -3.17499624e-03, 1.13558002e-01, 1.55824250e+05, 1.59248972e+00, 3.70112518e+02, 1.25474548e+00, 1.55824250e+05, 3.40744385e+02, 4.63684387e+02
5.25869799e+00, 1.27635644e-07, 1.21925503e-01, 1.35147328e+05, 1.45898247e+00, 3.60148651e+02, 1.39364719e+00, 1.35147328e+05, 3.22641693e+02, 5.01916718e+02
5.25869799e+00, -1.39101971e-07, 1.21925503e-01, 1.35159313e+05, 1.45910788e+00, 3.60149719e+02, 1.39363301e+00, 1.35159313e+05, 3.22643585e+02, 5.01919708e+02
5.26590586e+00, 3.17499950e-03, 1.19164601e-01, 3.43153047e+04, 4.39949691e-01, 3.29064819e+02, 1.82054305e+00, 3.43153047e+04, 2.69624664e+02, 5.94879456e+02
5.26590586e+00, -3.17499624e-03, 1.19164601e-01, 1.56976266e+05, 1.60306215e+00, 3.70274292e+02, 1.25248551e+00, 1.56976266e+05, 3.41039948e+02, 4.63389587e+02
5.26113176e+00, 3.17499950e-03, 1.16361298e-01, 3.39433477e+04, 4.31370348e-01, 3.29865295e+02, 1.80966580e+00, 3.39433477e+04, 2.71050842e+02, 5.91909119e+02
5.26113176e+00, -3.17499624e-03, 1.16361298e-01, 1.55538953e+05, 1.59014809e+00, 3.70062866e+02, 1.25544989e+00, 1.55538953e+05, 3.40651306e+02, 4.64108734e+02
5.24657822e+00, 3.17499950e-03, 1.08082503e-01, 3.23787949e+04, 4.16200101e-01, 3.28194824e+02, 1.83181119e+00, 3.23787949e+04, 2.68274963e+02, 5.96070984e+02
5.24657822e+00, -3.17499624e-03, 1.08082503e-01, 1.55934359e+05, 1.59535480e+00, 3.69904602e+02, 1.25769246e+00, 1.55934359e+05, 3.40362061e+02, 4.64586212e+02
5.24877882e+00, 1.14207488e-07, 1.16381697e-01, 1.35493266e+05, 1.45898533e+00, 3.60609283e+02, 1.38719738e+00, 1.35493266e+05, 3.23467499e+02, 5.00236176e+02
5.24877882e+00, -1.25673679e-07, 1.16381697e-01, 1.35496234e+05, 1.45900834e+00, 3.60610199e+02, 1.38718474e+00, 1.35496234e+05, 3.23469177e+02, 5.00229126e+02
5.25415707e+00, 3.17499950e-03, 1.05258703e-01, 1.84211621e+04, 2.81265676e-01, 3.02742645e+02, 2.19296575e+00, 1.84211621e+04, 2.28002945e+02, 6.63702209e+02
5.25415707e+00, -3.17499624e-03, 1.05258703e-01, 1.35745219e+05, 1.42391920e+00, 3.65361115e+02, 1.32122254e+00, 1.35745219e+05, 3.32048645e+02, 4.82701080e+02
5.25146818e+00, 3.17499950e-03, 1.10820197e-01, 3.23822207e+04, 4.18997288e-01, 3.26960297e+02, 1.84939349e+00, 3.23822207e+04, 2.66274292e+02, 5.99144287e+02
5.25146818e+00, -3.17499624e-03, 1.10820197e-01, 1.55481766e+05, 1.59024346e+00, 3.69964874e+02, 1.25687718e+00, 1.55481766e+05, 3.40472412e+02, 4.64391083e+02
5.25887203e+00, 3.17499950e-03, 9.51197967e-02, 2.64530488e+04, 3.57512295e-01, 3.21506775e+02, 1.92218995e+00, 2.64530488e+04, 2.57201019e+02, 6.16831848e+02
5.25887203e+00, -3.17499693e-03, 9.51197967e-02, 1.33717313e+05, 1.40994716e+00, 3.64415161e+02, 1.33436131e+00, 1.33717313e+05, 3.30331329e+02, 4.86225586e+02
5.25651407e+00, 3.17499950e-03, 1.00189298e-01, 2.11586465e+04, 3.09146851e-01, 3.09516449e+02, 2.09333348e+00, 2.11586465e+04, 2.38304871e+02, 6.47796753e+02
5.25651407e+00, -3.17499624e-03, 1.00189298e-01, 1.33670938e+05, 1.41188562e+00, 3.64101166e+02, 1.33879066e+00, 1.33670938e+05, 3.29762329e+02, 4.87380188e+02
5.26565886e+00, 3.17499950e-03, 8.94317999e-02, 3.75679336e+04, 4.65419203e-01, 3.36090240e+02, 1.71908760e+00, 3.75679336e+04, 2.80982361e+02, 5.77065125e+02
5.26565886e+00, -3.17499787e-03, 8.94317999e-02, 1.34274984e+05, 1.40857363e+00, 3.65352783e+02, 1.32118118e+00, 1.34274984e+05, 3.32033630e+02, 4.82615112e+02
5.26070976e+00, 3.17499950e-03, 8.21229964e-02, 4.34139961e+04, 5.37212610e-01, 3.36403778e+02, 1.71524370e+00, 4.34139961e+04, 2.81500732e+02, 5.76999084e+02
5.26070976e+00, -3.17499833e-03, 8.21229964e-02, 1.32918656e+05, 1.38672733e+00, 3.66354614e+02, 1.30707777e+00, 1.32918656e+05, 3.33856812e+02, 4.78811707e+02
5.25392294e+00, 3.17499950e-03, 8.78108963e-02, 3.55657422e+04, 4.43843842e-01, 3.34867493e+02, 1.73552275e+00, 3.55657422e+04, 2.78946167e+02, 5.80595276e+02
5.25392294e+00, -3.17499740e-03, 8.78108963e-02, 1.32737500e+05, 1.39164352e+00, 3.65458038e+02, 1.31973028e+00, 1.32737500e+05, 3.32225220e+02, 4.82208069e+02
5.25979090e+00, 3.17499950e-03, 8.86214003e-02, 3.65239531e+04, 4.53749448e-01, 3.35675873e+02, 1.72456527e+00, 3.65239531e+04, 2.80286499e+02, 5.78561829e+02
5.25979090e+00, -3.17499763e-03, 8.86214003e-02, 1.33649203e+05, 1.40169132e+00, 3.65393646e+02, 1.32063723e+00, 1.33649203e+05, 3.32107758e+02, 4.82528931e+02
5.27603912e+00, 3.17499950e-03, 8.81745964e-02, 4.21241133e+04, 5.14967561e-01, 3.38416870e+02, 1.68757486e+00, 4.21241133e+04, 2.84879852e+02, 5.70945679e+02
5.27603912e+00, -3.17499856e-03, 8.81745964e-02, 1.34549375e+05, 1.41031790e+00, 3.65499786e+02, 1.31906855e+00, 1.34549375e+05, 3.32300812e+02, 4.82072144e+02
5.27177191e+00, 3.17499950e-03, 8.22722018e-02, 4.48143086e+04, 5.52347362e-01, 3.37065460e+02, 1.70660448e+00, 4.48143086e+04, 2.82609009e+02, 5.75232727e+02
5.27177191e+00, -3.17499903e-03, 8.22722018e-02, 1.33607516e+05, 1.39412880e+00, 3.66326324e+02, 1.30739951e+00, 1.33607516e+05, 3.33805237e+02, 4.78911316e+02
5.27084923e+00, 3.17499950e-03, 8.88032019e-02, 3.99699180e+04, 4.91616130e-01, 3.37342438e+02, 1.70209253e+00, 3.99699180e+04, 2.83077026e+02, 5.73738525e+02
5.27084923e+00, -3.17499810e-03, 8.88032019e-02, 1.34505250e+05, 1.41034353e+00, 3.65435944e+02, 1.31999063e+00, 1.34505250e+05, 3.32184631e+02, 4.82332520e+02
5.27842283e+00, 3.17499950e-03, 7.54529014e-02, 5.01306367e+04, 6.24134123e-01, 3.35371979e+02, 1.73097706e+00, 5.01306367e+04, 2.79776733e+02, 5.80441833e+02
5.27842283e+00, -3.17499996e-03, 7.54529014e-02, 1.33749016e+05, 1.39106822e+00, 3.66922729e+02, 1.29879844e+00, 1.33749016e+05, 3.34893066e+02, 4.76536835e+02
5.27399588e+00, 3.17764562e-03, 6.92733973e-02, 5.03050469e+04, 6.34420216e-01, 3.33206451e+02, 1.76129401e+00, 5.03050469e+04, 2.76174957e+02, 5.86859009e+02
5.27399588e+00, -3.17764236e-03, 6.92733973e-02, 1.33076219e+05, 1.38500333e+00, 3.66799133e+02, 1.30018604e+00, 1.33076219e+05, 3.34667389e+02, 4.76906128e+02
5.26734495e+00, 3.17499950e-03, 7.60926977e-02, 4.79292656e+04, 5.99750400e-01, 3.34538025e+02, 1.74216223e+00, 4.79292656e+04, 2.78387421e+02, 5.82665100e+02
5.26734495e+00, -3.17499950e-03, 7.60926977e-02, 1.32621313e+05, 1.38043857e+00, 3.66776611e+02, 1.30088520e+00, 1.32621313e+05, 3.34626434e+02, 4.77127319e+02
5.27288389e+00, 3.17499950e-03, 7.57727996e-02, 4.89521445e+04, 6.10666096e-01, 3.35041595e+02, 1.73543000e+00, 4.89521445e+04, 2.79225464e+02, 5.81378723e+02
5.27288389e+00, -3.17499973e-03, 7.57727996e-02, 1.33100844e+05, 1.38522148e+00, 3.66804260e+02, 1.30045867e+00, 1.33100844e+05, 3.34676788e+02, 4.76996857e+02
5.26272821e+00, 3.17774364e-03, 7.01031983e-02, 4.79877617e+04, 6.09785914e-01, 3.31954712e+02, 1.77851880e+00, 4.79877617e+04, 2.74103485e+02, 5.90385437e+02
5.26272821e+00, -3.17774038e-03, 7.01031983e-02, 1.32151375e+05, 1.37700319e+00, 3.66582489e+02, 1.30316806e+00, 1.32151375e+05, 3.34272217e+02, 4.77717621e+02
5.25609303e+00, 3.17499950e-03, 7.61334971e-02, 4.70461250e+04, 5.89638054e-01, 3.34259552e+02, 1.74581003e+00, 4.70461250e+04, 2.77923492e+02, 5.83432861e+02
5.25609303e+00, -3.17499880e-03, 7.61334971e-02, 1.31802266e+05, 1.37137890e+00, 3.66848236e+02, 1.29987097e+00, 1.31802266e+05, 3.34757050e+02, 4.76833038e+02
5.26171923e+00, 3.17499950e-03, 7.61130974e-02, 4.70793125e+04, 5.89889050e-01, 3.34303314e+02, 1.74534082e+00, 4.70793125e+04, 2.77996185e+02, 5.83332397e+02
